trace_id,_Start#duration,_Start#end_time,_Start#fixedCost,_Start#occurred,_Start#resourceCost,_Start#start_time,_Start@duration,_Start@fixedCost,_Start@occurred,_Start@resourceCost,A#duration,A#end_time,A#fixedCost,A#occurred,A#resourceCost,A#start_time,A@duration,A@fixedCost,A@occurred,A@resourceCost,B#duration,B#end_time,B#fixedCost,B#occurred,B#resourceCost,B#start_time,B@duration,B@fixedCost,B@occurred,B@resourceCost,C#duration,C#end_time,C#fixedCost,C#occurred,C#resourceCost,C#start_time,C@duration,C@fixedCost,C@occurred,C@resourceCost,D#duration,D#end_time,D#fixedCost,D#occurred,D#resourceCost,D#start_time,D@duration,D@fixedCost,D@occurred,D@resourceCost,E#duration,E#end_time,E#fixedCost,E#occurred,E#resourceCost,E#start_time,E@duration,E@fixedCost,E@occurred,E@resourceCost,F#duration,F#end_time,F#fixedCost,F#occurred,F#resourceCost,F#start_time,F@duration,F@fixedCost,F@occurred,F@resourceCost,K#duration,K#end_time,K#fixedCost,K#occurred,K#resourceCost,K#start_time,K@duration,K@fixedCost,K@occurred,K@resourceCost,_End#duration,_End#end_time,_End#fixedCost,_End#occurred,_End#resourceCost,_End#start_time,_End@duration,_End@fixedCost,_End@occurred,_End@resourceCost,_Path,1_if_A#duration_>_515.0_then_INSERT_K_(_#duration_10.0_#resourceCost_?N_(10.0_2.0)_);,2_if_B#duration_>_50.0_then_SKIP_C;,3_if_D#duration_>_60.0_then_E+F;,_Label
484,0.0,2023-06-29T12:13:20.000+00:00,0.0,1,0.0,2023-06-29T12:13:20.000+00:00,0.0,0.0,1.0,0.0,454.133,2023-06-29T12:20:54.133+00:00,50.0,1,25.23,2023-06-29T12:13:20.000+00:00,454.133,50.0,2.0,25.23,12.88,2023-06-29T12:21:07.013+00:00,10.0,1,0.72,2023-06-29T12:20:54.133+00:00,467.013,60.0,3.0,25.95,99.994,2023-06-29T12:22:47.007+00:00,5.0,1,5.56,2023-06-29T12:21:07.013+00:00,567.007,65.0,4.0,31.509999999999998,67.921,2023-06-29T12:23:54.928+00:00,5.0,1,3.77,2023-06-29T12:22:47.007+00:00,634.928,70.0,5.0,35.28,66.18,2023-06-29T12:25:01.108+00:00,10.0,1,3.68,2023-06-29T12:23:54.928+00:00,701.108,80.0,6.0,38.96,599.015,2023-06-29T12:33:53.943000+00:00,0.0,1,33.28,2023-06-29T12:23:54.928000+00:00,1300.123,80.0,7.0,72.24000000000001,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T12:33:53.943000+00:00,0.0,1,0.0,2023-06-29T12:33:53.943000+00:00,1300.123,80.0,8.0,72.24000000000001,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
380,0.0,2023-06-27T13:46:40.000+00:00,0.0,1,0.0,2023-06-27T13:46:40.000+00:00,0.0,0.0,1.0,0.0,543.974,2023-06-27T13:55:43.974+00:00,50.0,1,30.22,2023-06-27T13:46:40.000+00:00,543.974,50.0,2.0,30.22,44.848,2023-06-27T13:56:38.822000+00:00,10.0,1,2.49,2023-06-27T13:55:53.974000+00:00,598.822,60.0,4.0,46.278657425018146,101.706,2023-06-27T13:58:20.528000+00:00,5.0,1,5.65,2023-06-27T13:56:38.822000+00:00,700.528,65.0,5.0,51.928657425018145,58.367,2023-06-27T13:59:18.895000+00:00,5.0,1,3.24,2023-06-27T13:58:20.528000+00:00,758.895,70.0,6.0,55.16865742501815,60.7,2023-06-27T14:00:19.595000+00:00,10.0,1,3.37,2023-06-27T13:59:18.895000+00:00,819.595,80.0,7.0,58.538657425018144,606.896,2023-06-27T14:10:26.491000+00:00,0.0,1,33.72,2023-06-27T14:00:19.595000+00:00,1426.491,80.0,8.0,92.25865742501814,10.0,2023-06-27T13:55:53.974000+00:00,0.0,1.0,13.568657425018143,2023-06-27T13:55:43.974+00:00,553.974,50.0,3.0,43.788657425018144,0.0,2023-06-27T14:10:26.491000+00:00,0.0,1,0.0,2023-06-27T14:10:26.491000+00:00,1426.491,80.0,9.0,92.25865742501814,"_Start,A,K,B,C,D,E,F,_End",1,0,0,4.0
72,0.0,2023-06-20T11:00:00.000+00:00,0.0,1,0.0,2023-06-20T11:00:00.000+00:00,0.0,0.0,1.0,0.0,538.687,2023-06-20T11:08:58.687+00:00,50.0,1,29.93,2023-06-20T11:00:00.000+00:00,538.687,50.0,2.0,29.93,36.763,2023-06-20T11:09:45.450000+00:00,10.0,1,2.04,2023-06-20T11:09:08.687000+00:00,585.45,60.0,4.0,41.76321875701416,96.944,2023-06-20T11:11:22.394000+00:00,5.0,1,5.39,2023-06-20T11:09:45.450000+00:00,682.394,65.0,5.0,47.15321875701416,87.699,2023-06-20T11:12:50.093000+00:00,5.0,1,4.87,2023-06-20T11:11:22.394000+00:00,770.093,70.0,6.0,52.023218757014156,87.011,2023-06-20T11:14:17.104000+00:00,10.0,1,4.83,2023-06-20T11:12:50.093000+00:00,857.1039999999999,80.0,7.0,56.853218757014155,1217.466,2023-06-20T11:33:07.559000+00:00,0.0,1,67.64,2023-06-20T11:12:50.093000+00:00,2074.5699999999997,80.0,8.0,124.49321875701415,10.0,2023-06-20T11:09:08.687000+00:00,0.0,1.0,9.793218757014161,2023-06-20T11:08:58.687+00:00,548.687,50.0,3.0,39.72321875701416,0.0,2023-06-20T11:33:07.559000+00:00,0.0,1,0.0,2023-06-20T11:33:07.559000+00:00,2074.5699999999997,80.0,9.0,124.49321875701415,"_Start,A,K,B,C,D,E,F,_End",1,0,1,5.0
595,0.0,2023-07-03T11:38:20.000+00:00,0.0,1,0.0,2023-07-03T11:38:20.000+00:00,0.0,0.0,1.0,0.0,504.066,2023-07-03T11:46:44.066+00:00,50.0,1,28.0,2023-07-03T11:38:20.000+00:00,504.066,50.0,2.0,28.0,74.011,2023-07-03T11:47:58.077+00:00,10.0,1,4.11,2023-07-03T11:46:44.066+00:00,578.077,60.0,3.0,32.11,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,80.739,2023-07-03T11:49:18.816000+00:00,5.0,1,4.49,2023-07-03T11:47:58.077000+00:00,658.816,65.0,4.0,36.6,63.76,2023-07-03T11:50:22.576000+00:00,10.0,1,3.54,2023-07-03T11:49:18.816000+00:00,722.576,75.0,5.0,40.14,189.352,2023-07-03T11:52:28.168000+00:00,0.0,1,10.52,2023-07-03T11:49:18.816000+00:00,911.928,75.0,6.0,50.66,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-07-03T11:52:28.168000+00:00,0.0,1,0.0,2023-07-03T11:52:28.168000+00:00,911.928,75.0,7.0,50.66,"_Start,A,B,D,E,F,_End",0,1,1,3.0
597,0.0,2023-07-03T11:55:00.000+00:00,0.0,1,0.0,2023-07-03T11:55:00.000+00:00,0.0,0.0,1.0,0.0,526.719,2023-07-03T12:03:46.719+00:00,50.0,1,29.26,2023-07-03T11:55:00.000+00:00,526.719,50.0,2.0,29.26,14.186,2023-07-03T12:04:10.905000+00:00,10.0,1,0.79,2023-07-03T12:03:56.719000+00:00,550.9050000000001,60.0,4.0,39.608288422504494,95.118,2023-07-03T12:05:46.023000+00:00,5.0,1,5.28,2023-07-03T12:04:10.905000+00:00,646.0230000000001,65.0,5.0,44.888288422504495,83.62,2023-07-03T12:07:09.643000+00:00,5.0,1,4.65,2023-07-03T12:05:46.023000+00:00,729.6430000000001,70.0,6.0,49.53828842250449,77.41,2023-07-03T12:08:27.053000+00:00,10.0,1,4.3,2023-07-03T12:07:09.643000+00:00,807.0530000000001,80.0,7.0,53.83828842250449,244.459,2023-07-03T12:11:14.102000+00:00,0.0,1,13.58,2023-07-03T12:07:09.643000+00:00,1051.5120000000002,80.0,8.0,67.41828842250449,10.0,2023-07-03T12:03:56.719000+00:00,0.0,1.0,9.55828842250449,2023-07-03T12:03:46.719+00:00,536.719,50.0,3.0,38.818288422504494,0.0,2023-07-03T12:11:14.102000+00:00,0.0,1,0.0,2023-07-03T12:11:14.102000+00:00,1051.5120000000002,80.0,9.0,67.41828842250449,"_Start,A,K,B,C,D,E,F,_End",1,0,1,5.0
381,0.0,2023-06-27T13:55:00.000+00:00,0.0,1,0.0,2023-06-27T13:55:00.000+00:00,0.0,0.0,1.0,0.0,452.012,2023-06-27T14:02:32.012+00:00,50.0,1,25.11,2023-06-27T13:55:00.000+00:00,452.012,50.0,2.0,25.11,2.629,2023-06-27T14:02:34.641+00:00,10.0,1,0.15,2023-06-27T14:02:32.012+00:00,454.641,60.0,3.0,25.259999999999998,99.007,2023-06-27T14:04:13.648+00:00,5.0,1,5.5,2023-06-27T14:02:34.641+00:00,553.648,65.0,4.0,30.759999999999998,80.628,2023-06-27T14:05:34.276+00:00,5.0,1,4.48,2023-06-27T14:04:13.648+00:00,634.2760000000001,70.0,5.0,35.239999999999995,80.752,2023-06-27T14:06:55.028+00:00,10.0,1,4.49,2023-06-27T14:05:34.276+00:00,715.028,80.0,6.0,39.73,683.511,2023-06-27T14:16:57.787000+00:00,0.0,1,37.97,2023-06-27T14:05:34.276000+00:00,1398.539,80.0,7.0,77.69999999999999,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-27T14:16:57.787000+00:00,0.0,1,0.0,2023-06-27T14:16:57.787000+00:00,1398.539,80.0,8.0,77.69999999999999,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
594,0.0,2023-07-03T11:30:00.000+00:00,0.0,1,0.0,2023-07-03T11:30:00.000+00:00,0.0,0.0,1.0,0.0,485.792,2023-07-03T11:38:05.792+00:00,50.0,1,26.99,2023-07-03T11:30:00.000+00:00,485.792,50.0,2.0,26.99,1.229,2023-07-03T11:38:07.021+00:00,10.0,1,0.07,2023-07-03T11:38:05.792+00:00,487.02099999999996,60.0,3.0,27.06,96.763,2023-07-03T11:39:43.784+00:00,5.0,1,5.38,2023-07-03T11:38:07.021+00:00,583.784,65.0,4.0,32.44,50.631,2023-07-03T11:40:34.415+00:00,5.0,1,2.81,2023-07-03T11:39:43.784+00:00,634.415,70.0,5.0,35.25,83.711,2023-07-03T11:41:58.126+00:00,10.0,1,4.65,2023-07-03T11:40:34.415+00:00,718.126,80.0,6.0,39.9,627.641,2023-07-03T11:52:25.767+00:00,0.0,1,34.87,2023-07-03T11:41:58.126+00:00,1345.7669999999998,80.0,7.0,74.77,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-07-03T11:52:25.767+00:00,0.0,1,0.0,2023-07-03T11:52:25.767+00:00,1345.7669999999998,80.0,8.0,74.77,"_Start,A,B,C,D,E,F,_End",0,0,0,0.0
243,0.0,2023-06-23T10:45:00.000+00:00,0.0,1,0.0,2023-06-23T10:45:00.000+00:00,0.0,0.0,1.0,0.0,472.76,2023-06-23T10:52:52.760+00:00,50.0,1,26.26,2023-06-23T10:45:00.000+00:00,472.76,50.0,2.0,26.26,51.595,2023-06-23T10:53:44.355+00:00,10.0,1,2.87,2023-06-23T10:52:52.760+00:00,524.355,60.0,3.0,29.130000000000003,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,84.509,2023-06-23T10:55:08.864000+00:00,5.0,1,4.69,2023-06-23T10:53:44.355000+00:00,608.864,65.0,4.0,33.82,85.494,2023-06-23T10:56:34.358000+00:00,10.0,1,4.75,2023-06-23T10:55:08.864000+00:00,694.3580000000001,75.0,5.0,38.57,368.207,2023-06-23T11:01:17.071000+00:00,0.0,1,20.46,2023-06-23T10:55:08.864000+00:00,1062.565,75.0,6.0,59.03,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-23T11:01:17.071000+00:00,0.0,1,0.0,2023-06-23T11:01:17.071000+00:00,1062.565,75.0,7.0,59.03,"_Start,A,B,D,E,F,_End",0,1,1,3.0
71,0.0,2023-06-20T10:51:40.000+00:00,0.0,1,0.0,2023-06-20T10:51:40.000+00:00,0.0,0.0,1.0,0.0,544.809,2023-06-20T11:00:44.809+00:00,50.0,1,30.27,2023-06-20T10:51:40.000+00:00,544.809,50.0,2.0,30.27,31.309,2023-06-20T11:01:26.118000+00:00,10.0,1,1.74,2023-06-20T11:00:54.809000+00:00,586.1179999999999,60.0,4.0,40.989130389498996,103.231,2023-06-20T11:03:09.349000+00:00,5.0,1,5.74,2023-06-20T11:01:26.118000+00:00,689.3489999999999,65.0,5.0,46.729130389499,86.431,2023-06-20T11:04:35.780000+00:00,5.0,1,4.8,2023-06-20T11:03:09.349000+00:00,775.78,70.0,6.0,51.529130389498995,63.563,2023-06-20T11:05:39.343000+00:00,10.0,1,3.53,2023-06-20T11:04:35.780000+00:00,839.343,80.0,7.0,55.059130389498996,464.931,2023-06-20T11:12:20.711000+00:00,0.0,1,25.83,2023-06-20T11:04:35.780000+00:00,1304.274,80.0,8.0,80.889130389499,10.0,2023-06-20T11:00:54.809000+00:00,0.0,1.0,8.979130389498993,2023-06-20T11:00:44.809+00:00,554.809,50.0,3.0,39.249130389498994,0.0,2023-06-20T11:12:20.711000+00:00,0.0,1,0.0,2023-06-20T11:12:20.711000+00:00,1304.274,80.0,9.0,80.889130389499,"_Start,A,K,B,C,D,E,F,_End",1,0,1,5.0
265,0.0,2023-06-23T13:48:20.000+00:00,0.0,1,0.0,2023-06-23T13:48:20.000+00:00,0.0,0.0,1.0,0.0,487.605,2023-06-23T13:56:27.605+00:00,50.0,1,27.09,2023-06-23T13:48:20.000+00:00,487.605,50.0,2.0,27.09,0.865,2023-06-23T13:56:28.470+00:00,10.0,1,0.05,2023-06-23T13:56:27.605+00:00,488.47,60.0,3.0,27.14,98.714,2023-06-23T13:58:07.184+00:00,5.0,1,5.48,2023-06-23T13:56:28.470+00:00,587.184,65.0,4.0,32.620000000000005,68.736,2023-06-23T13:59:15.920+00:00,5.0,1,3.82,2023-06-23T13:58:07.184+00:00,655.92,70.0,5.0,36.440000000000005,85.616,2023-06-23T14:00:41.536+00:00,10.0,1,4.76,2023-06-23T13:59:15.920+00:00,741.536,80.0,6.0,41.2,389.564,2023-06-23T14:05:45.484000+00:00,0.0,1,21.64,2023-06-23T13:59:15.920000+00:00,1131.1,80.0,7.0,62.84,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-23T14:05:45.484000+00:00,0.0,1,0.0,2023-06-23T14:05:45.484000+00:00,1131.1,80.0,8.0,62.84,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
592,0.0,2023-07-03T11:13:20.000+00:00,0.0,1,0.0,2023-07-03T11:13:20.000+00:00,0.0,0.0,1.0,0.0,508.825,2023-07-03T11:21:48.825+00:00,50.0,1,28.27,2023-07-03T11:13:20.000+00:00,508.825,50.0,2.0,28.27,2.395,2023-07-03T11:21:51.220+00:00,10.0,1,0.13,2023-07-03T11:21:48.825+00:00,511.21999999999997,60.0,3.0,28.4,100.916,2023-07-03T11:23:32.136+00:00,5.0,1,5.61,2023-07-03T11:21:51.220+00:00,612.136,65.0,4.0,34.01,83.465,2023-07-03T11:24:55.601+00:00,5.0,1,4.64,2023-07-03T11:23:32.136+00:00,695.601,70.0,5.0,38.65,63.831,2023-07-03T11:25:59.432+00:00,10.0,1,3.55,2023-07-03T11:24:55.601+00:00,759.432,80.0,6.0,42.199999999999996,508.937,2023-07-03T11:33:24.538000+00:00,0.0,1,28.27,2023-07-03T11:24:55.601000+00:00,1268.3690000000001,80.0,7.0,70.47,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-07-03T11:33:24.538000+00:00,0.0,1,0.0,2023-07-03T11:33:24.538000+00:00,1268.3690000000001,80.0,8.0,70.47,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
479,0.0,2023-06-29T11:31:40.000+00:00,0.0,1,0.0,2023-06-29T11:31:40.000+00:00,0.0,0.0,1.0,0.0,482.775,2023-06-29T11:39:42.775+00:00,50.0,1,26.82,2023-06-29T11:31:40.000+00:00,482.775,50.0,2.0,26.82,28.341,2023-06-29T11:40:11.116+00:00,10.0,1,1.57,2023-06-29T11:39:42.775+00:00,511.116,60.0,3.0,28.39,93.271,2023-06-29T11:41:44.387+00:00,5.0,1,5.18,2023-06-29T11:40:11.116+00:00,604.387,65.0,4.0,33.57,79.908,2023-06-29T11:43:04.295+00:00,5.0,1,4.44,2023-06-29T11:41:44.387+00:00,684.295,70.0,5.0,38.01,94.826,2023-06-29T11:44:39.121+00:00,10.0,1,5.27,2023-06-29T11:43:04.295+00:00,779.121,80.0,6.0,43.28,122.38,2023-06-29T11:45:06.675000+00:00,0.0,1,6.8,2023-06-29T11:43:04.295000+00:00,901.501,80.0,7.0,50.08,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T11:45:06.675000+00:00,0.0,1,0.0,2023-06-29T11:45:06.675000+00:00,901.501,80.0,8.0,50.08,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
364,0.0,2023-06-27T11:33:20.000+00:00,0.0,1,0.0,2023-06-27T11:33:20.000+00:00,0.0,0.0,1.0,0.0,523.073,2023-06-27T11:42:03.073+00:00,50.0,1,29.06,2023-06-27T11:33:20.000+00:00,523.073,50.0,2.0,29.06,36.519,2023-06-27T11:42:49.592000+00:00,10.0,1,2.03,2023-06-27T11:42:13.073000+00:00,569.592,60.0,4.0,41.233809544493724,102.765,2023-06-27T11:44:32.357000+00:00,5.0,1,5.71,2023-06-27T11:42:49.592000+00:00,672.357,65.0,5.0,46.943809544493725,88.884,2023-06-27T11:46:01.241000+00:00,5.0,1,4.94,2023-06-27T11:44:32.357000+00:00,761.241,70.0,6.0,51.88380954449372,80.396,2023-06-27T11:47:21.637000+00:00,10.0,1,4.47,2023-06-27T11:46:01.241000+00:00,841.637,80.0,7.0,56.35380954449372,106.108,2023-06-27T11:47:47.349000+00:00,0.0,1,5.89,2023-06-27T11:46:01.241000+00:00,947.7449999999999,80.0,8.0,62.24380954449372,10.0,2023-06-27T11:42:13.073000+00:00,0.0,1.0,10.143809544493726,2023-06-27T11:42:03.073+00:00,533.073,50.0,3.0,39.20380954449372,0.0,2023-06-27T11:47:47.349000+00:00,0.0,1,0.0,2023-06-27T11:47:47.349000+00:00,947.7449999999999,80.0,9.0,62.24380954449372,"_Start,A,K,B,C,D,E,F,_End",1,0,1,5.0
386,0.0,2023-06-27T14:36:40.000+00:00,0.0,1,0.0,2023-06-27T14:36:40.000+00:00,0.0,0.0,1.0,0.0,487.412,2023-06-27T14:44:47.412+00:00,50.0,1,27.08,2023-06-27T14:36:40.000+00:00,487.412,50.0,2.0,27.08,9.794,2023-06-27T14:44:57.206+00:00,10.0,1,0.54,2023-06-27T14:44:47.412+00:00,497.20599999999996,60.0,3.0,27.619999999999997,101.456,2023-06-27T14:46:38.662+00:00,5.0,1,5.64,2023-06-27T14:44:57.206+00:00,598.6619999999999,65.0,4.0,33.26,73.936,2023-06-27T14:47:52.598+00:00,5.0,1,4.11,2023-06-27T14:46:38.662+00:00,672.598,70.0,5.0,37.37,108.564,2023-06-27T14:49:41.162+00:00,10.0,1,6.03,2023-06-27T14:47:52.598+00:00,781.1619999999999,80.0,6.0,43.4,25.388,2023-06-27T14:48:17.986000+00:00,0.0,1,1.41,2023-06-27T14:47:52.598000+00:00,806.55,80.0,7.0,44.809999999999995,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-27T14:48:17.986000+00:00,0.0,1,0.0,2023-06-27T14:48:17.986000+00:00,806.55,80.0,8.0,44.809999999999995,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
245,0.0,2023-06-23T11:01:40.000+00:00,0.0,1,0.0,2023-06-23T11:01:40.000+00:00,0.0,0.0,1.0,0.0,535.67,2023-06-23T11:10:35.670+00:00,50.0,1,29.76,2023-06-23T11:01:40.000+00:00,535.67,50.0,2.0,29.76,16.636,2023-06-23T11:11:02.306000+00:00,10.0,1,0.92,2023-06-23T11:10:45.670000+00:00,562.3059999999999,60.0,4.0,37.18151963992017,97.748,2023-06-23T11:12:40.054000+00:00,5.0,1,5.43,2023-06-23T11:11:02.306000+00:00,660.054,65.0,5.0,42.61151963992017,54.926,2023-06-23T11:13:34.980000+00:00,5.0,1,3.05,2023-06-23T11:12:40.054000+00:00,714.98,70.0,6.0,45.661519639920165,64.49,2023-06-23T11:14:39.470000+00:00,10.0,1,3.58,2023-06-23T11:13:34.980000+00:00,779.47,80.0,7.0,49.24151963992016,390.265,2023-06-23T11:21:09.735000+00:00,0.0,1,21.68,2023-06-23T11:14:39.470000+00:00,1169.7350000000001,80.0,8.0,70.92151963992016,10.0,2023-06-23T11:10:45.670000+00:00,0.0,1.0,6.501519639920163,2023-06-23T11:10:35.670+00:00,545.67,50.0,3.0,36.26151963992017,0.0,2023-06-23T11:21:09.735000+00:00,0.0,1,0.0,2023-06-23T11:21:09.735000+00:00,1169.7350000000001,80.0,9.0,70.92151963992016,"_Start,A,K,B,C,D,E,F,_End",1,0,0,4.0
267,0.0,2023-06-23T14:05:00.000+00:00,0.0,1,0.0,2023-06-23T14:05:00.000+00:00,0.0,0.0,1.0,0.0,466.529,2023-06-23T14:12:46.529+00:00,50.0,1,25.92,2023-06-23T14:05:00.000+00:00,466.529,50.0,2.0,25.92,40.589,2023-06-23T14:13:27.118+00:00,10.0,1,2.25,2023-06-23T14:12:46.529+00:00,507.118,60.0,3.0,28.17,94.436,2023-06-23T14:15:01.554+00:00,5.0,1,5.25,2023-06-23T14:13:27.118+00:00,601.554,65.0,4.0,33.42,66.436,2023-06-23T14:16:07.990+00:00,5.0,1,3.69,2023-06-23T14:15:01.554+00:00,667.99,70.0,5.0,37.11,75.75,2023-06-23T14:17:23.740+00:00,10.0,1,4.21,2023-06-23T14:16:07.990+00:00,743.74,80.0,6.0,41.32,269.783,2023-06-23T14:20:37.773000+00:00,0.0,1,14.99,2023-06-23T14:16:07.990000+00:00,1013.523,80.0,7.0,56.31,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-23T14:20:37.773000+00:00,0.0,1,0.0,2023-06-23T14:20:37.773000+00:00,1013.523,80.0,8.0,56.31,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
383,0.0,2023-06-27T14:11:40.000+00:00,0.0,1,0.0,2023-06-27T14:11:40.000+00:00,0.0,0.0,1.0,0.0,514.851,2023-06-27T14:20:14.851+00:00,50.0,1,28.6,2023-06-27T14:11:40.000+00:00,514.851,50.0,2.0,28.6,43.862,2023-06-27T14:20:58.713+00:00,10.0,1,2.44,2023-06-27T14:20:14.851+00:00,558.713,60.0,3.0,31.040000000000003,88.589,2023-06-27T14:22:27.302+00:00,5.0,1,4.92,2023-06-27T14:20:58.713+00:00,647.3019999999999,65.0,4.0,35.96,82.708,2023-06-27T14:23:50.010+00:00,5.0,1,4.59,2023-06-27T14:22:27.302+00:00,730.0099999999999,70.0,5.0,40.55,81.377,2023-06-27T14:25:11.387+00:00,10.0,1,4.52,2023-06-27T14:23:50.010+00:00,811.3869999999998,80.0,6.0,45.06999999999999,177.573,2023-06-27T14:26:47.583000+00:00,0.0,1,9.87,2023-06-27T14:23:50.010000+00:00,988.9599999999998,80.0,7.0,54.93999999999999,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-27T14:26:47.583000+00:00,0.0,1,0.0,2023-06-27T14:26:47.583000+00:00,988.9599999999998,80.0,8.0,54.93999999999999,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
361,0.0,2023-06-27T11:08:20.000+00:00,0.0,1,0.0,2023-06-27T11:08:20.000+00:00,0.0,0.0,1.0,0.0,461.059,2023-06-27T11:16:01.059+00:00,50.0,1,25.61,2023-06-27T11:08:20.000+00:00,461.059,50.0,2.0,25.61,93.076,2023-06-27T11:17:34.135+00:00,10.0,1,5.17,2023-06-27T11:16:01.059+00:00,554.135,60.0,3.0,30.78,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,81.014,2023-06-27T11:18:55.149000+00:00,5.0,1,4.5,2023-06-27T11:17:34.135000+00:00,635.149,65.0,4.0,35.28,69.454,2023-06-27T11:20:04.603000+00:00,10.0,1,3.86,2023-06-27T11:18:55.149000+00:00,704.603,75.0,5.0,39.14,174.302,2023-06-27T11:21:49.451000+00:00,0.0,1,9.68,2023-06-27T11:18:55.149000+00:00,878.905,75.0,6.0,48.82,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-27T11:21:49.451000+00:00,0.0,1,0.0,2023-06-27T11:21:49.451000+00:00,878.905,75.0,7.0,48.82,"_Start,A,B,D,E,F,_End",0,1,1,3.0
363,0.0,2023-06-27T11:25:00.000+00:00,0.0,1,0.0,2023-06-27T11:25:00.000+00:00,0.0,0.0,1.0,0.0,478.349,2023-06-27T11:32:58.349+00:00,50.0,1,26.57,2023-06-27T11:25:00.000+00:00,478.349,50.0,2.0,26.57,77.257,2023-06-27T11:34:15.606+00:00,10.0,1,4.29,2023-06-27T11:32:58.349+00:00,555.606,60.0,3.0,30.86,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,90.021,2023-06-27T11:35:45.627000+00:00,5.0,1,5.0,2023-06-27T11:34:15.606000+00:00,645.627,65.0,4.0,35.86,72.717,2023-06-27T11:36:58.344000+00:00,10.0,1,4.04,2023-06-27T11:35:45.627000+00:00,718.3439999999999,75.0,5.0,39.9,2008.399,2023-06-27T12:09:14.026000+00:00,0.0,1,111.58,2023-06-27T11:35:45.627000+00:00,2726.743,75.0,6.0,151.48,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-27T12:09:14.026000+00:00,0.0,1,0.0,2023-06-27T12:09:14.026000+00:00,2726.743,75.0,7.0,151.48,"_Start,A,B,D,E,F,_End",0,1,1,3.0
268,0.0,2023-06-23T14:13:20.000+00:00,0.0,1,0.0,2023-06-23T14:13:20.000+00:00,0.0,0.0,1.0,0.0,429.656,2023-06-23T14:20:29.656+00:00,50.0,1,23.87,2023-06-23T14:13:20.000+00:00,429.656,50.0,2.0,23.87,11.057,2023-06-23T14:20:40.713+00:00,10.0,1,0.61,2023-06-23T14:20:29.656+00:00,440.713,60.0,3.0,24.48,96.88,2023-06-23T14:22:17.593+00:00,5.0,1,5.38,2023-06-23T14:20:40.713+00:00,537.5930000000001,65.0,4.0,29.86,66.218,2023-06-23T14:23:23.811+00:00,5.0,1,3.68,2023-06-23T14:22:17.593+00:00,603.811,70.0,5.0,33.54,80.943,2023-06-23T14:24:44.754+00:00,10.0,1,4.5,2023-06-23T14:23:23.811+00:00,684.754,80.0,6.0,38.04,205.557,2023-06-23T14:26:49.368000+00:00,0.0,1,11.42,2023-06-23T14:23:23.811000+00:00,890.311,80.0,7.0,49.46,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-23T14:26:49.368000+00:00,0.0,1,0.0,2023-06-23T14:26:49.368000+00:00,890.311,80.0,8.0,49.46,"_Start,A,B,C,D,E,F,_End",0,0,1,1.0
