trace_id,_Start#duration,_Start#end_time,_Start#fixedCost,_Start#occurred,_Start#resourceCost,_Start#start_time,_Start@duration,_Start@fixedCost,_Start@occurred,_Start@resourceCost,A#duration,A#end_time,A#fixedCost,A#occurred,A#resourceCost,A#start_time,A@duration,A@fixedCost,A@occurred,A@resourceCost,B#duration,B#end_time,B#fixedCost,B#occurred,B#resourceCost,B#start_time,B@duration,B@fixedCost,B@occurred,B@resourceCost,C#duration,C#end_time,C#fixedCost,C#occurred,C#resourceCost,C#start_time,C@duration,C@fixedCost,C@occurred,C@resourceCost,D#duration,D#end_time,D#fixedCost,D#occurred,D#resourceCost,D#start_time,D@duration,D@fixedCost,D@occurred,D@resourceCost,E#duration,E#end_time,E#fixedCost,E#occurred,E#resourceCost,E#start_time,E@duration,E@fixedCost,E@occurred,E@resourceCost,F#duration,F#end_time,F#fixedCost,F#occurred,F#resourceCost,F#start_time,F@duration,F@fixedCost,F@occurred,F@resourceCost,G_23#duration,G_23#fixedCost,G_23#occurred,G_23#resourceCost,G_23@duration,G_23@fixedCost,G_23@occurred,G_23@resourceCost,H#duration,H#end_time,H#fixedCost,H#occurred,H#resourceCost,H#start_time,H@duration,H@fixedCost,H@occurred,H@resourceCost,I_event#duration,I_event#end_time,I_event#fixedCost,I_event#occurred,I_event#resourceCost,I_event#start_time,I_event@duration,I_event@fixedCost,I_event@occurred,I_event@resourceCost,J#duration,J#end_time,J#fixedCost,J#occurred,J#resourceCost,J#start_time,J@duration,J@fixedCost,J@occurred,J@resourceCost,K#duration,K#end_time,K#fixedCost,K#occurred,K#resourceCost,K#start_time,K@duration,K@fixedCost,K@occurred,K@resourceCost,L#duration,L#end_time,L#fixedCost,L#occurred,L#resourceCost,L#start_time,L@duration,L@fixedCost,L@occurred,L@resourceCost,_End#duration,_End#end_time,_End#fixedCost,_End#occurred,_End#resourceCost,_End#start_time,_End@duration,_End@fixedCost,_End@occurred,_End@resourceCost,_Path,1_if_A#duration_>_55.0_then_SKIP_B;,2_if_G_23@resourceCost_>_5.0_then_INSERT_L_(_#resourceCost_?N_(50.0_5.0)_);,3_if_C#duration_>_55.0_then_D-F-E;,4_if_F#duration_>_55.0_then_J+K;,_Label
952,0.0,2023-07-04T11:38:40.000+00:00,0.0,1,0.0,2023-07-04T11:38:40.000+00:00,0.0,0.0,1.0,0.0,43.441,2023-07-06T11:01:03.345+00:00,345.0,1,1.21,2023-07-06T11:00:19.904+00:00,43.441,345.0,2.0,1.21,52.18,2023-07-14T12:24:06.014+00:00,54.0,1,1.45,2023-07-14T12:23:13.834+00:00,95.62100000000001,399.0,3.0,2.66,58.584,2023-07-14T12:25:04.598+00:00,21.0,1,1.63,2023-07-14T12:24:06.014+00:00,154.205,420.0,4.0,4.29,50.807,2023-07-28T11:06:27.304+00:00,324.0,1,1.41,2023-07-28T11:05:36.497+00:00,205.012,744.0,5.0,5.7,53.529,2023-07-28T11:10:41.742000+00:00,43.0,1,1.49,2023-07-28T11:09:48.213000+00:00,258.541,787.0,6.0,7.19,45.766,2023-07-28T11:08:57.406000+00:00,234.0,1,1.27,2023-07-28T11:08:11.640000+00:00,304.307,1021.0,7.0,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.432,2023-08-10T16:45:29.260000+00:00,123.0,1.0,1.32,2023-08-10T16:44:41.828000+00:00,351.73900000000003,1144.0,8.0,9.780000000000001,51.282,2023-08-17T11:23:21.281000+00:00,111.0,1,1.42,2023-08-17T11:22:29.999000+00:00,403.021,1255.0,9.0,11.200000000000001,46.448,2023-08-23T13:52:53.849000+00:00,111.0,1,1.29,2023-08-23T13:52:07.401000+00:00,449.469,1366.0,10.0,12.490000000000002,47.327,2023-08-29T14:33:44.025000+00:00,11.0,1,1.31,2023-08-29T14:32:56.698000+00:00,496.796,1377.0,11.0,13.800000000000002,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-29T14:33:44.025000+00:00,0.0,1,0.0,2023-08-29T14:33:44.025000+00:00,496.796,1377.0,12.0,13.800000000000002,"_Start,A,B,C,D,F,E,H,I_event,J,K,_End",0,0,1,0,2.0
953,0.0,2023-07-04T11:38:50.000+00:00,0.0,1,0.0,2023-07-04T11:38:50.000+00:00,0.0,0.0,1.0,0.0,46.638,2023-07-06T11:01:49.983+00:00,345.0,1,1.3,2023-07-06T11:01:03.345+00:00,46.638,345.0,2.0,1.3,52.134,2023-07-14T12:25:56.732+00:00,54.0,1,1.45,2023-07-14T12:25:04.598+00:00,98.77199999999999,399.0,3.0,2.75,52.362,2023-07-14T12:26:49.094+00:00,21.0,1,1.45,2023-07-14T12:25:56.732+00:00,151.134,420.0,4.0,4.2,37.129,2023-07-28T11:08:43.728+00:00,324.0,1,1.03,2023-07-28T11:08:06.599+00:00,188.26299999999998,744.0,5.0,5.23,50.137,2023-07-28T11:09:33.865+00:00,43.0,1,1.39,2023-07-28T11:08:43.728+00:00,238.39999999999998,787.0,6.0,6.62,52.603,2023-07-28T11:10:26.468+00:00,234.0,1,1.46,2023-07-28T11:09:33.865+00:00,291.003,1021.0,7.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.396,2023-08-10T16:42:48.747+00:00,123.0,1.0,1.12,2023-08-10T16:42:08.351+00:00,331.399,1144.0,8.0,9.2,42.505,2023-08-17T11:20:42.877+00:00,111.0,1,1.18,2023-08-17T11:20:00.372+00:00,373.904,1255.0,9.0,10.379999999999999,56.072,2023-08-23T13:50:29.012+00:00,111.0,1,1.56,2023-08-23T13:49:32.940+00:00,429.976,1366.0,10.0,11.94,53.596,2023-08-29T14:31:16.712+00:00,11.0,1,1.49,2023-08-29T14:30:23.116+00:00,483.572,1377.0,11.0,13.43,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-29T14:31:16.712+00:00,0.0,1,0.0,2023-08-29T14:31:16.712+00:00,483.572,1377.0,12.0,13.43,"_Start,A,B,C,D,E,F,H,I_event,J,K,_End",0,0,0,0,0.0
456,0.0,2023-07-04T10:16:00.000+00:00,0.0,1,0.0,2023-07-04T10:16:00.000+00:00,0.0,0.0,1.0,0.0,54.705,2023-07-05T09:35:47.072+00:00,345.0,1,1.52,2023-07-05T09:34:52.367+00:00,54.705,345.0,2.0,1.52,51.978,2023-07-12T11:16:54.522+00:00,54.0,1,1.44,2023-07-12T11:16:02.544+00:00,106.68299999999999,399.0,3.0,2.96,50.613,2023-07-12T11:17:45.135+00:00,21.0,1,1.41,2023-07-12T11:16:54.522+00:00,157.296,420.0,4.0,4.37,49.534,2023-07-25T13:21:15.462+00:00,324.0,1,1.38,2023-07-25T13:20:25.928+00:00,206.82999999999998,744.0,5.0,5.75,60.39,2023-07-25T13:22:15.852+00:00,43.0,1,1.68,2023-07-25T13:21:15.462+00:00,267.21999999999997,787.0,6.0,7.43,55.77,2023-07-25T13:23:11.622+00:00,234.0,1,1.55,2023-07-25T13:22:15.852+00:00,322.98999999999995,1021.0,7.0,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.965,2023-08-09T16:35:30.939+00:00,123.0,1.0,1.47,2023-08-09T16:34:37.974+00:00,375.9549999999999,1144.0,8.0,10.450000000000001,46.683,2023-08-16T11:19:26.372+00:00,111.0,1,1.3,2023-08-16T11:18:39.689+00:00,422.6379999999999,1255.0,9.0,11.750000000000002,42.966,2023-08-22T13:53:20.127+00:00,111.0,1,1.19,2023-08-22T13:52:37.161+00:00,465.6039999999999,1366.0,10.0,12.940000000000001,49.033,2023-08-28T15:38:20.540000+00:00,11.0,1,1.36,2023-08-28T15:37:31.507000+00:00,514.637,1377.0,11.0,14.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-28T15:38:20.540000+00:00,0.0,1,0.0,2023-08-28T15:38:20.540000+00:00,514.637,1377.0,12.0,14.3,"_Start,A,B,C,D,E,F,H,I_event,J,K,_End",0,0,0,1,1.0
335,0.0,2023-07-04T09:55:50.000+00:00,0.0,1,0.0,2023-07-04T09:55:50.000+00:00,0.0,0.0,1.0,0.0,57.091,2023-07-04T15:19:41.229+00:00,345.0,1,1.59,2023-07-04T15:18:44.138+00:00,57.091,345.0,2.0,1.59,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43.776,2023-07-11T12:05:41.434+00:00,21.0,1,1.22,2023-07-11T12:04:57.658+00:00,100.867,366.0,3.0,2.81,47.911,2023-07-24T09:52:53.312+00:00,324.0,1,1.33,2023-07-24T09:52:05.401+00:00,148.77800000000002,690.0,4.0,4.140000000000001,53.963,2023-07-24T09:53:47.275+00:00,43.0,1,1.5,2023-07-24T09:52:53.312+00:00,202.741,733.0,5.0,5.640000000000001,60.22,2023-07-24T09:54:47.495+00:00,234.0,1,1.67,2023-07-24T09:53:47.275+00:00,262.961,967.0,6.0,7.3100000000000005,45.232,234.0,1.0,1.26,308.193,1201.0,7.0,8.57,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51.325,2023-08-15T14:20:38.498000+00:00,111.0,1,1.43,2023-08-15T14:19:47.173000+00:00,359.518,1312.0,9.0,64.65134881335592,43.842,2023-08-21T16:55:38.282000+00:00,111.0,1,1.22,2023-08-21T16:54:54.440000+00:00,403.35999999999996,1423.0,10.0,65.87134881335592,49.96,2023-08-28T10:52:26.257000+00:00,11.0,1,1.39,2023-08-28T10:51:36.297000+00:00,453.31999999999994,1434.0,11.0,67.26134881335592,0.0,2023-08-08T13:25:01.250000+00:00,0.0,1.0,54.65134881335592,2023-08-08T13:25:01.250+00:00,308.193,1201.0,8.0,63.221348813355924,0.0,2023-08-28T10:52:26.257000+00:00,0.0,1,0.0,2023-08-28T10:52:26.257000+00:00,453.31999999999994,1434.0,12.0,67.26134881335592,"_Start,A,C,D,E,F,G_23,L,I_event,J,K,_End",1,1,0,1,13.0
820,0.0,2023-07-04T11:16:40.000+00:00,0.0,1,0.0,2023-07-04T11:16:40.000+00:00,0.0,0.0,1.0,0.0,48.158,2023-07-05T16:28:41.538+00:00,345.0,1,1.34,2023-07-05T16:27:53.380+00:00,48.158,345.0,2.0,1.34,38.773,2023-07-13T15:47:20.565+00:00,54.0,1,1.08,2023-07-13T15:46:41.792+00:00,86.93100000000001,399.0,3.0,2.42,45.576,2023-07-13T15:48:06.141+00:00,21.0,1,1.27,2023-07-13T15:47:20.565+00:00,132.507,420.0,4.0,3.69,50.655,2023-07-27T13:16:00.090+00:00,324.0,1,1.41,2023-07-27T13:15:09.435+00:00,183.162,744.0,5.0,5.1,51.625,2023-07-27T13:16:51.715+00:00,43.0,1,1.43,2023-07-27T13:16:00.090+00:00,234.787,787.0,6.0,6.529999999999999,51.084,2023-07-27T13:17:42.799+00:00,234.0,1,1.42,2023-07-27T13:16:51.715+00:00,285.871,1021.0,7.0,7.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.248,2023-08-10T14:30:01.668+00:00,123.0,1.0,1.48,2023-08-10T14:29:08.420+00:00,339.11899999999997,1144.0,8.0,9.43,44.797,2023-08-17T09:11:57.636+00:00,111.0,1,1.24,2023-08-17T09:11:12.839+00:00,383.91599999999994,1255.0,9.0,10.67,54.196,2023-08-23T11:40:57.980+00:00,111.0,1,1.51,2023-08-23T11:40:03.784+00:00,438.11199999999997,1366.0,10.0,12.18,52.555,2023-08-29T12:39:37.713+00:00,11.0,1,1.46,2023-08-29T12:38:45.158+00:00,490.667,1377.0,11.0,13.64,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-29T12:39:37.713+00:00,0.0,1,0.0,2023-08-29T12:39:37.713+00:00,490.667,1377.0,12.0,13.64,"_Start,A,B,C,D,E,F,H,I_event,J,K,_End",0,0,0,0,0.0
831,0.0,2023-07-04T11:18:30.000+00:00,0.0,1,0.0,2023-07-04T11:18:30.000+00:00,0.0,0.0,1.0,0.0,59.716,2023-07-05T16:39:27.710+00:00,345.0,1,1.66,2023-07-05T16:38:27.994+00:00,59.716,345.0,2.0,1.66,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,44.054,2023-07-13T16:08:08.607+00:00,21.0,1,1.22,2023-07-13T16:07:24.553+00:00,103.77000000000001,366.0,3.0,2.88,61.04,2023-07-27T13:44:20.997+00:00,324.0,1,1.7,2023-07-27T13:43:19.957+00:00,164.81,690.0,4.0,4.58,54.329,2023-07-27T13:45:15.326+00:00,43.0,1,1.51,2023-07-27T13:44:20.997+00:00,219.139,733.0,5.0,6.09,61.466,2023-07-27T13:46:16.792+00:00,234.0,1,1.71,2023-07-27T13:45:15.326+00:00,280.605,967.0,6.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.872,2023-08-10T14:40:15.806+00:00,123.0,1.0,1.36,2023-08-10T14:39:26.934+00:00,329.47700000000003,1090.0,7.0,9.16,38.007,2023-08-17T09:21:43.932+00:00,111.0,1,1.06,2023-08-17T09:21:05.925+00:00,367.48400000000004,1201.0,8.0,10.22,47.092,2023-08-23T11:50:52.654+00:00,111.0,1,1.31,2023-08-23T11:50:05.562+00:00,414.576,1312.0,9.0,11.530000000000001,50.117,2023-08-29T12:48:13.842000+00:00,11.0,1,1.39,2023-08-29T12:47:23.725000+00:00,464.69300000000004,1323.0,10.0,12.920000000000002,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-29T12:48:13.842000+00:00,0.0,1,0.0,2023-08-29T12:48:13.842000+00:00,464.69300000000004,1323.0,11.0,12.920000000000002,"_Start,A,C,D,E,F,H,I_event,J,K,_End",1,0,0,1,9.0
1246,0.0,2023-07-04T12:27:40.000+00:00,0.0,1,0.0,2023-07-04T12:27:40.000+00:00,0.0,0.0,1.0,0.0,50.479,2023-07-06T16:30:24.013+00:00,345.0,1,1.4,2023-07-06T16:29:33.534+00:00,50.479,345.0,2.0,1.4,48.37,2023-07-17T14:24:21.491+00:00,54.0,1,1.34,2023-07-17T14:23:33.121+00:00,98.84899999999999,399.0,3.0,2.74,49.487,2023-07-17T14:25:10.978+00:00,21.0,1,1.37,2023-07-17T14:24:21.491+00:00,148.33599999999998,420.0,4.0,4.11,57.715,2023-07-31T16:00:32.753+00:00,324.0,1,1.6,2023-07-31T15:59:35.038+00:00,206.051,744.0,5.0,5.710000000000001,48.907,2023-07-31T16:01:21.660+00:00,43.0,1,1.36,2023-07-31T16:00:32.753+00:00,254.95799999999997,787.0,6.0,7.070000000000001,53.356,2023-07-31T16:02:15.016+00:00,234.0,1,1.48,2023-07-31T16:01:21.660+00:00,308.31399999999996,1021.0,7.0,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.228,2023-08-11T13:28:24.164+00:00,123.0,1.0,1.51,2023-08-11T13:27:29.936+00:00,362.542,1144.0,8.0,10.06,46.966,2023-08-17T16:07:20.030+00:00,111.0,1,1.3,2023-08-17T16:06:33.064+00:00,409.508,1255.0,9.0,11.360000000000001,46.124,2023-08-24T10:28:33.343+00:00,111.0,1,1.28,2023-08-24T10:27:47.219+00:00,455.632,1366.0,10.0,12.64,47.595,2023-08-30T10:34:27.491+00:00,11.0,1,1.32,2023-08-30T10:33:39.896+00:00,503.227,1377.0,11.0,13.96,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-30T10:34:27.491+00:00,0.0,1,0.0,2023-08-30T10:34:27.491+00:00,503.227,1377.0,12.0,13.96,"_Start,A,B,C,D,E,F,H,I_event,J,K,_End",0,0,0,0,0.0
325,0.0,2023-07-04T09:54:10.000+00:00,0.0,1,0.0,2023-07-04T09:54:10.000+00:00,0.0,0.0,1.0,0.0,42.785,2023-07-04T15:07:56.764+00:00,345.0,1,1.19,2023-07-04T15:07:13.979+00:00,42.785,345.0,2.0,1.19,44.721,2023-07-11T10:44:28.794+00:00,54.0,1,1.24,2023-07-11T10:43:44.073+00:00,87.506,399.0,3.0,2.4299999999999997,40.591,2023-07-11T10:45:09.385+00:00,21.0,1,1.13,2023-07-11T10:44:28.794+00:00,128.097,420.0,4.0,3.5599999999999996,47.25,2023-07-21T15:27:59.583+00:00,324.0,1,1.31,2023-07-21T15:27:12.333+00:00,175.347,744.0,5.0,4.869999999999999,56.342,2023-07-21T15:28:55.925+00:00,43.0,1,1.57,2023-07-21T15:27:59.583+00:00,231.68900000000002,787.0,6.0,6.4399999999999995,51.253,2023-07-21T15:29:47.178+00:00,234.0,1,1.42,2023-07-21T15:28:55.925+00:00,282.942,1021.0,7.0,7.859999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.863,2023-08-08T10:19:56.425+00:00,123.0,1.0,1.39,2023-08-08T10:19:06.562+00:00,332.805,1144.0,8.0,9.25,55.362,2023-08-15T13:10:55.491+00:00,111.0,1,1.54,2023-08-15T13:10:00.129+00:00,388.16700000000003,1255.0,9.0,10.79,49.595,2023-08-21T15:46:49.788+00:00,111.0,1,1.38,2023-08-21T15:46:00.193+00:00,437.76200000000006,1366.0,10.0,12.169999999999998,46.18,2023-08-28T09:47:24.420+00:00,11.0,1,1.28,2023-08-28T09:46:38.240+00:00,483.94200000000006,1377.0,11.0,13.449999999999998,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-28T09:47:24.420+00:00,0.0,1,0.0,2023-08-28T09:47:24.420+00:00,483.94200000000006,1377.0,12.0,13.449999999999998,"_Start,A,B,C,D,E,F,H,I_event,J,K,_End",0,0,0,0,0.0
336,0.0,2023-07-04T09:56:00.000+00:00,0.0,1,0.0,2023-07-04T09:56:00.000+00:00,0.0,0.0,1.0,0.0,45.732,2023-07-04T15:20:26.961+00:00,345.0,1,1.27,2023-07-04T15:19:41.229+00:00,45.732,345.0,2.0,1.27,61.146,2023-07-11T12:09:59.093+00:00,54.0,1,1.7,2023-07-11T12:08:57.947+00:00,106.878,399.0,3.0,2.9699999999999998,56.759,2023-07-11T12:10:55.852+00:00,21.0,1,1.58,2023-07-11T12:09:59.093+00:00,163.637,420.0,4.0,4.55,42.879,2023-07-24T10:01:56.457+00:00,324.0,1,1.19,2023-07-24T10:01:13.578+00:00,206.516,744.0,5.0,5.74,54.222,2023-07-24T10:06:07.392000+00:00,43.0,1,1.51,2023-07-24T10:05:13.170000+00:00,260.738,787.0,6.0,7.25,56.733,2023-07-24T10:04:30.291000+00:00,234.0,1,1.58,2023-07-24T10:03:33.558000+00:00,317.471,1021.0,7.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.334,2023-08-08T13:38:27.563000+00:00,123.0,1.0,1.34,2023-08-08T13:37:39.229000+00:00,365.805,1144.0,8.0,10.17,50.436,2023-08-15T14:28:03.011000+00:00,111.0,1,1.4,2023-08-15T14:27:12.575000+00:00,416.241,1255.0,9.0,11.57,39.249,2023-08-21T17:02:46.970000+00:00,111.0,1,1.09,2023-08-21T17:02:07.721000+00:00,455.49,1366.0,10.0,12.66,42.41,2023-08-28T10:59:48.803000+00:00,11.0,1,1.18,2023-08-28T10:59:06.393000+00:00,497.9,1377.0,11.0,13.84,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-28T10:59:48.803000+00:00,0.0,1,0.0,2023-08-28T10:59:48.803000+00:00,497.9,1377.0,12.0,13.84,"_Start,A,B,C,D,F,E,H,I_event,J,K,_End",0,0,1,1,3.0
1257,0.0,2023-07-04T12:29:30.000+00:00,0.0,1,0.0,2023-07-04T12:29:30.000+00:00,0.0,0.0,1.0,0.0,59.21,2023-07-06T16:42:43.297+00:00,345.0,1,1.64,2023-07-06T16:41:44.087+00:00,59.21,345.0,2.0,1.64,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,59.75,2023-07-17T14:48:19.511+00:00,21.0,1,1.66,2023-07-17T14:47:19.761+00:00,118.96000000000001,366.0,3.0,3.3,56.557,2023-07-31T16:29:32.485+00:00,324.0,1,1.57,2023-07-31T16:28:35.928+00:00,175.517,690.0,4.0,4.87,48.449,2023-07-31T16:34:00.604000+00:00,43.0,1,1.35,2023-07-31T16:33:12.155000+00:00,223.966,733.0,5.0,6.220000000000001,58.107,2023-07-31T16:32:15.598000+00:00,234.0,1,1.61,2023-07-31T16:31:17.491000+00:00,282.073,967.0,6.0,7.830000000000001,51.484,234.0,1.0,1.43,333.55699999999996,1201.0,7.0,9.260000000000002,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.713,2023-08-17T16:22:23.093000+00:00,111.0,1,1.49,2023-08-17T16:21:29.380000+00:00,387.27,1312.0,9.0,65.20444245094481,47.051,2023-08-24T10:42:54.504000+00:00,111.0,1,1.31,2023-08-24T10:42:07.453000+00:00,434.32099999999997,1423.0,10.0,66.51444245094481,44.433,2023-08-30T10:46:18.039000+00:00,11.0,1,1.23,2023-08-30T10:45:33.606000+00:00,478.75399999999996,1434.0,11.0,67.74444245094482,0.0,2023-08-11T13:42:49.211000+00:00,0.0,1.0,54.45444245094482,2023-08-11T13:42:49.211000+00:00,333.55699999999996,1201.0,8.0,63.714442450944816,0.0,2023-08-30T10:46:18.039000+00:00,0.0,1,0.0,2023-08-30T10:46:18.039000+00:00,478.75399999999996,1434.0,12.0,67.74444245094482,"_Start,A,C,D,F,E,G_23,L,I_event,J,K,_End",1,1,1,1,15.0
821,0.0,2023-07-04T11:16:50.000+00:00,0.0,1,0.0,2023-07-04T11:16:50.000+00:00,0.0,0.0,1.0,0.0,50.709,2023-07-05T16:31:20.791+00:00,345.0,1,1.41,2023-07-05T16:30:30.082+00:00,50.709,345.0,2.0,1.41,46.953,2023-07-13T15:51:34.295+00:00,54.0,1,1.3,2023-07-13T15:50:47.342+00:00,97.662,399.0,3.0,2.71,46.475,2023-07-13T15:52:20.770+00:00,21.0,1,1.29,2023-07-13T15:51:34.295+00:00,144.137,420.0,4.0,4.0,49.475,2023-07-27T13:19:22.143+00:00,324.0,1,1.37,2023-07-27T13:18:32.668+00:00,193.612,744.0,5.0,5.37,48.633,2023-07-27T13:20:10.776+00:00,43.0,1,1.35,2023-07-27T13:19:22.143+00:00,242.245,787.0,6.0,6.720000000000001,52.045,2023-07-27T13:21:02.821+00:00,234.0,1,1.45,2023-07-27T13:20:10.776+00:00,294.29,1021.0,7.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.365,2023-08-10T14:31:39.182+00:00,123.0,1.0,1.32,2023-08-10T14:30:51.817+00:00,341.65500000000003,1144.0,8.0,9.49,56.758,2023-08-17T09:13:39.592+00:00,111.0,1,1.58,2023-08-17T09:12:42.834+00:00,398.413,1255.0,9.0,11.07,55.166,2023-08-23T11:42:49.592+00:00,111.0,1,1.53,2023-08-23T11:41:54.426+00:00,453.579,1366.0,10.0,12.6,52.276,2023-08-29T12:40:29.989+00:00,11.0,1,1.45,2023-08-29T12:39:37.713+00:00,505.855,1377.0,11.0,14.049999999999999,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-29T12:40:29.989+00:00,0.0,1,0.0,2023-08-29T12:40:29.989+00:00,505.855,1377.0,12.0,14.049999999999999,"_Start,A,B,C,D,E,F,H,I_event,J,K,_End",0,0,0,0,0.0
832,0.0,2023-07-04T11:18:40.000+00:00,0.0,1,0.0,2023-07-04T11:18:40.000+00:00,0.0,0.0,1.0,0.0,49.741,2023-07-05T16:43:00.781+00:00,345.0,1,1.38,2023-07-05T16:42:11.040+00:00,49.741,345.0,2.0,1.38,48.44,2023-07-13T16:09:46.162+00:00,54.0,1,1.35,2023-07-13T16:08:57.722+00:00,98.181,399.0,3.0,2.73,57.363,2023-07-13T16:10:43.525+00:00,21.0,1,1.59,2023-07-13T16:09:46.162+00:00,155.54399999999998,420.0,4.0,4.32,51.086,2023-07-27T13:48:06.086+00:00,324.0,1,1.42,2023-07-27T13:47:15.000+00:00,206.63,744.0,5.0,5.74,47.408,2023-07-27T13:52:10.362000+00:00,43.0,1,1.32,2023-07-27T13:51:22.954000+00:00,254.038,787.0,6.0,7.0600000000000005,47.288,2023-07-27T13:50:31.868000+00:00,234.0,1,1.31,2023-07-27T13:49:44.580000+00:00,301.326,1021.0,7.0,8.370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.892,2023-08-10T14:45:14.563000+00:00,123.0,1.0,1.44,2023-08-10T14:44:22.671000+00:00,353.218,1144.0,8.0,9.81,54.944,2023-08-17T09:26:53.399000+00:00,111.0,1,1.53,2023-08-17T09:25:58.455000+00:00,408.16200000000003,1255.0,9.0,11.34,53.623,2023-08-23T11:55:03.145000+00:00,111.0,1,1.49,2023-08-23T11:54:09.522000+00:00,461.785,1366.0,10.0,12.83,49.324,2023-08-29T12:53:07.126000+00:00,11.0,1,1.37,2023-08-29T12:52:17.802000+00:00,511.10900000000004,1377.0,11.0,14.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-29T12:53:07.126000+00:00,0.0,1,0.0,2023-08-29T12:53:07.126000+00:00,511.10900000000004,1377.0,12.0,14.2,"_Start,A,B,C,D,F,E,H,I_event,J,K,_End",0,0,1,0,2.0
339,0.0,2023-07-04T09:56:30.000+00:00,0.0,1,0.0,2023-07-04T09:56:30.000+00:00,0.0,0.0,1.0,0.0,53.115,2023-07-04T15:24:31.738+00:00,345.0,1,1.48,2023-07-04T15:23:38.623+00:00,53.115,345.0,2.0,1.48,54.623,2023-07-11T12:39:42.430+00:00,54.0,1,1.52,2023-07-11T12:38:47.807+00:00,107.738,399.0,3.0,3.0,46.788,2023-07-11T12:40:29.218+00:00,21.0,1,1.3,2023-07-11T12:39:42.430+00:00,154.526,420.0,4.0,4.3,48.385,2023-07-24T10:52:31.778+00:00,324.0,1,1.34,2023-07-24T10:51:43.393+00:00,202.911,744.0,5.0,5.64,53.73,2023-07-24T10:53:25.508+00:00,43.0,1,1.49,2023-07-24T10:52:31.778+00:00,256.641,787.0,6.0,7.13,46.065,2023-07-24T10:54:11.573+00:00,234.0,1,1.28,2023-07-24T10:53:25.508+00:00,302.706,1021.0,7.0,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.431,2023-08-08T14:40:29.711+00:00,123.0,1.0,1.01,2023-08-08T14:39:53.280+00:00,339.137,1144.0,8.0,9.42,50.183,2023-08-15T14:48:33.536+00:00,111.0,1,1.39,2023-08-15T14:47:43.353+00:00,389.32,1255.0,9.0,10.81,49.175,2023-08-22T09:23:13.162+00:00,111.0,1,1.37,2023-08-22T09:22:23.987+00:00,438.495,1366.0,10.0,12.18,56.346,2023-08-28T11:21:11.511+00:00,11.0,1,1.57,2023-08-28T11:20:15.165+00:00,494.841,1377.0,11.0,13.75,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-08-28T11:21:11.511+00:00,0.0,1,0.0,2023-08-28T11:21:11.511+00:00,494.841,1377.0,12.0,13.75,"_Start,A,B,C,D,E,F,H,I_event,J,K,_End",0,0,0,0,0.0
