trace_id,_Start#duration,_Start#end_time,_Start#fixedCost,_Start#occurred,_Start#resourceCost,_Start#start_time,_Start@duration,_Start@fixedCost,_Start@occurred,_Start@resourceCost,A#duration,A#end_time,A#fixedCost,A#occurred,A#resourceCost,A#start_time,A@duration,A@fixedCost,A@occurred,A@resourceCost,B#duration,B#end_time,B#fixedCost,B#occurred,B#resourceCost,B#start_time,B@duration,B@fixedCost,B@occurred,B@resourceCost,C#duration,C#end_time,C#fixedCost,C#occurred,C#resourceCost,C#start_time,C@duration,C@fixedCost,C@occurred,C@resourceCost,D#duration,D#end_time,D#fixedCost,D#occurred,D#resourceCost,D#start_time,D@duration,D@fixedCost,D@occurred,D@resourceCost,E#duration,E#end_time,E#fixedCost,E#occurred,E#resourceCost,E#start_time,E@duration,E@fixedCost,E@occurred,E@resourceCost,F#duration,F#end_time,F#fixedCost,F#occurred,F#resourceCost,F#start_time,F@duration,F@fixedCost,F@occurred,F@resourceCost,G#duration,G#fixedCost,G#occurred,G#resourceCost,G@duration,G@fixedCost,G@occurred,G@resourceCost,H#duration,H#end_time,H#fixedCost,H#occurred,H#resourceCost,H#start_time,H@duration,H@fixedCost,H@occurred,H@resourceCost,_End#duration,_End#end_time,_End#fixedCost,_End#occurred,_End#resourceCost,_End#start_time,_End@duration,_End@fixedCost,_End@occurred,_End@resourceCost,_Path,1_if_A#duration_>_515.0_then_SKIP_B;,_Label
28,0.0,2023-06-28T09:23:20.000+00:00,0.0,1,0.0,2023-06-28T09:23:20.000+00:00,0.0,0.0,1.0,0.0,483.352,2023-06-28T13:04:55.301+00:00,10.0,1,6.71,2023-06-28T12:56:51.949+00:00,483.352,10.0,2.0,6.71,47.768,2023-06-29T06:36:46.928+00:00,50.0,1,0.66,2023-06-29T06:35:59.160+00:00,531.12,60.0,3.0,7.37,50.0,2023-06-29T06:37:36.928+00:00,10.0,1,0.69,2023-06-29T06:36:46.928+00:00,581.12,70.0,4.0,8.06,58.545,2023-06-29T10:52:25.632+00:00,5.0,1,0.81,2023-06-29T10:51:27.087+00:00,639.665,75.0,5.0,8.870000000000001,50.0,2023-06-29T10:53:15.632+00:00,0.0,1,0.0,2023-06-29T10:52:25.632+00:00,689.665,75.0,6.0,8.870000000000001,46.173,2023-06-29T10:54:01.805+00:00,0.0,1,0.64,2023-06-29T10:53:15.632+00:00,735.838,75.0,7.0,9.510000000000002,20.0,0.0,1.0,0.28,755.838,75.0,8.0,9.790000000000001,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T16:05:07.270+00:00,0.0,1,0.0,2023-06-29T16:05:07.270+00:00,755.838,75.0,9.0,9.790000000000001,"_Start,A,B,C,D,E,F,G,_End",0,0.0
7,0.0,2023-06-28T09:05:50.000+00:00,0.0,1,0.0,2023-06-28T09:05:50.000+00:00,0.0,0.0,1.0,0.0,520.171,2023-06-28T10:08:22.732+00:00,10.0,1,7.22,2023-06-28T09:59:42.561+00:00,520.171,10.0,2.0,7.22,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,2023-06-28T20:43:31.969+00:00,10.0,1,0.69,2023-06-28T20:42:41.969+00:00,570.171,20.0,3.0,7.91,38.536,2023-06-29T08:20:13.972+00:00,5.0,1,0.54,2023-06-29T08:19:35.436+00:00,608.7070000000001,25.0,4.0,8.45,50.0,2023-06-29T08:21:03.972+00:00,0.0,1,0.0,2023-06-29T08:20:13.972+00:00,658.7070000000001,25.0,5.0,8.45,1.439,2023-06-29T08:21:05.411+00:00,0.0,1,0.02,2023-06-29T08:21:03.972+00:00,660.1460000000001,25.0,6.0,8.469999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.452,2023-06-29T13:01:47.311+00:00,0.0,1.0,3.67,2023-06-29T12:57:22.859+00:00,924.5980000000001,25.0,7.0,12.139999999999999,0.0,2023-06-29T13:01:47.311+00:00,0.0,1,0.0,2023-06-29T13:01:47.311+00:00,924.5980000000001,25.0,8.0,12.139999999999999,"_Start,A,C,D,E,F,H,_End",1,1.0
6,0.0,2023-06-28T09:05:00.000+00:00,0.0,1,0.0,2023-06-28T09:05:00.000+00:00,0.0,0.0,1.0,0.0,517.902,2023-06-28T09:59:42.561+00:00,10.0,1,7.19,2023-06-28T09:51:04.659+00:00,517.902,10.0,2.0,7.19,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,2023-06-28T19:09:08.136+00:00,10.0,1,0.69,2023-06-28T19:08:18.136+00:00,567.902,20.0,3.0,7.880000000000001,54.742,2023-06-29T08:02:24.794+00:00,5.0,1,0.76,2023-06-29T08:01:30.052+00:00,622.644,25.0,4.0,8.64,50.0,2023-06-29T08:03:14.794+00:00,0.0,1,0.0,2023-06-29T08:02:24.794+00:00,672.644,25.0,5.0,8.64,7.755,2023-06-29T08:03:22.549+00:00,0.0,1,0.11,2023-06-29T08:03:14.794+00:00,680.399,25.0,6.0,8.75,20.0,0.0,1.0,0.28,700.399,25.0,7.0,9.03,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T12:36:12.017+00:00,0.0,1,0.0,2023-06-29T12:36:12.017+00:00,700.399,25.0,8.0,9.03,"_Start,A,C,D,E,F,G,_End",1,1.0
8,0.0,2023-06-28T09:06:40.000+00:00,0.0,1,0.0,2023-06-28T09:06:40.000+00:00,0.0,0.0,1.0,0.0,503.194,2023-06-28T10:16:45.926+00:00,10.0,1,6.99,2023-06-28T10:08:22.732+00:00,503.194,10.0,2.0,6.99,76.818,2023-06-28T22:07:35.020+00:00,50.0,1,1.07,2023-06-28T22:06:18.202+00:00,580.0120000000001,60.0,3.0,8.06,50.0,2023-06-28T22:08:25.020+00:00,10.0,1,0.69,2023-06-28T22:07:35.020+00:00,630.0120000000001,70.0,4.0,8.75,37.104,2023-06-29T08:36:14.011+00:00,5.0,1,0.52,2023-06-29T08:35:36.907+00:00,667.1160000000001,75.0,5.0,9.27,50.0,2023-06-29T08:37:04.011+00:00,0.0,1,0.0,2023-06-29T08:36:14.011+00:00,717.1160000000001,75.0,6.0,9.27,9.002,2023-06-29T08:37:13.013+00:00,0.0,1,0.13,2023-06-29T08:37:04.011+00:00,726.118,75.0,7.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.526,2023-06-29T13:24:16.805+00:00,0.0,1.0,3.87,2023-06-29T13:19:38.279+00:00,1004.644,75.0,8.0,13.27,0.0,2023-06-29T13:24:16.805+00:00,0.0,1,0.0,2023-06-29T13:24:16.805+00:00,1004.644,75.0,9.0,13.27,"_Start,A,B,C,D,E,F,H,_End",0,0.0
9,0.0,2023-06-28T09:07:30.000+00:00,0.0,1,0.0,2023-06-28T09:07:30.000+00:00,0.0,0.0,1.0,0.0,512.393,2023-06-28T10:25:18.319+00:00,10.0,1,7.12,2023-06-28T10:16:45.926+00:00,512.393,10.0,2.0,7.12,30.895,2023-06-28T23:31:28.842+00:00,50.0,1,0.43,2023-06-28T23:30:57.947+00:00,543.288,60.0,3.0,7.55,50.0,2023-06-28T23:32:18.842+00:00,10.0,1,0.69,2023-06-28T23:31:28.842+00:00,593.288,70.0,4.0,8.24,21.903,2023-06-29T08:56:37.867+00:00,5.0,1,0.3,2023-06-29T08:56:15.964+00:00,615.191,75.0,5.0,8.540000000000001,50.0,2023-06-29T08:57:27.867+00:00,0.0,1,0.0,2023-06-29T08:56:37.867+00:00,665.191,75.0,6.0,8.540000000000001,1.737,2023-06-29T08:57:29.604+00:00,0.0,1,0.02,2023-06-29T08:57:27.867+00:00,666.928,75.0,7.0,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.016,2023-06-29T13:46:33.426+00:00,0.0,1.0,3.58,2023-06-29T13:42:15.410+00:00,924.944,75.0,8.0,12.14,0.0,2023-06-29T13:46:33.426+00:00,0.0,1,0.0,2023-06-29T13:46:33.426+00:00,924.944,75.0,9.0,12.14,"_Start,A,B,C,D,E,F,H,_End",0,0.0
91,0.0,2023-06-28T10:15:50.000+00:00,0.0,1,0.0,2023-06-28T10:15:50.000+00:00,0.0,0.0,1.0,0.0,478.632,2023-06-28T21:57:29.455+00:00,10.0,1,6.65,2023-06-28T21:49:30.823+00:00,478.632,10.0,2.0,6.65,79.885,2023-06-29T08:33:43.967+00:00,50.0,1,1.11,2023-06-29T08:32:24.082+00:00,558.517,60.0,3.0,7.760000000000001,50.0,2023-06-29T08:34:33.967+00:00,10.0,1,0.69,2023-06-29T08:33:43.967+00:00,608.517,70.0,4.0,8.450000000000001,31.093,2023-06-29T13:16:59.064+00:00,5.0,1,0.43,2023-06-29T13:16:27.971+00:00,639.61,75.0,5.0,8.88,50.0,2023-06-29T13:17:49.064+00:00,0.0,1,0.0,2023-06-29T13:16:59.064+00:00,689.61,75.0,6.0,8.88,6.327,2023-06-29T13:17:55.391+00:00,0.0,1,0.09,2023-06-29T13:17:49.064+00:00,695.937,75.0,7.0,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.995,2023-06-29T17:58:05.829+00:00,0.0,1.0,3.62,2023-06-29T17:53:44.834+00:00,956.932,75.0,8.0,12.59,0.0,2023-06-29T17:58:05.829+00:00,0.0,1,0.0,2023-06-29T17:58:05.829+00:00,956.932,75.0,9.0,12.59,"_Start,A,B,C,D,E,F,H,_End",0,0.0
92,0.0,2023-06-28T10:16:40.000+00:00,0.0,1,0.0,2023-06-28T10:16:40.000+00:00,0.0,0.0,1.0,0.0,528.747,2023-06-28T22:06:18.202+00:00,10.0,1,7.34,2023-06-28T21:57:29.455+00:00,528.747,10.0,2.0,7.34,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,2023-06-29T08:35:36.907+00:00,10.0,1,0.69,2023-06-29T08:34:46.907+00:00,578.747,20.0,3.0,8.03,51.237,2023-06-29T13:18:46.628+00:00,5.0,1,0.71,2023-06-29T13:17:55.391+00:00,629.9839999999999,25.0,4.0,8.739999999999998,50.0,2023-06-29T13:19:36.628+00:00,0.0,1,0.0,2023-06-29T13:18:46.628+00:00,679.9839999999999,25.0,5.0,8.739999999999998,1.651,2023-06-29T13:19:38.279+00:00,0.0,1,0.02,2023-06-29T13:19:36.628+00:00,681.6349999999999,25.0,6.0,8.759999999999998,20.0,0.0,1.0,0.28,701.6349999999999,25.0,7.0,9.039999999999997,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T17:58:25.829+00:00,0.0,1,0.0,2023-06-29T17:58:25.829+00:00,701.6349999999999,25.0,8.0,9.039999999999997,"_Start,A,C,D,E,F,G,_End",1,1.0
0,0.0,2023-06-28T09:00:00.000+00:00,0.0,1,0.0,2023-06-28T09:00:00.000+00:00,0.0,0.0,1.0,0.0,538.481,2023-06-28T09:08:58.481+00:00,10.0,1,7.48,2023-06-28T09:00:00.000+00:00,538.481,10.0,2.0,7.48,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,2023-06-28T10:34:33.753+00:00,10.0,1,0.69,2023-06-28T10:33:43.753+00:00,588.481,20.0,3.0,8.17,36.298,2023-06-29T01:05:34.702+00:00,5.0,1,0.5,2023-06-29T01:04:58.404+00:00,624.779,25.0,4.0,8.67,50.0,2023-06-29T01:06:24.702+00:00,0.0,1,0.0,2023-06-29T01:05:34.702+00:00,674.779,25.0,5.0,8.67,29.131,2023-06-29T01:06:53.833+00:00,0.0,1,0.4,2023-06-29T01:06:24.702+00:00,703.91,25.0,6.0,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.373,2023-06-29T09:20:49.864+00:00,0.0,1.0,3.32,2023-06-29T09:16:50.491+00:00,943.2829999999999,25.0,7.0,12.39,0.0,2023-06-29T09:20:49.864+00:00,0.0,1,0.0,2023-06-29T09:20:49.864+00:00,943.2829999999999,25.0,8.0,12.39,"_Start,A,C,D,E,F,H,_End",1,1.0
50,0.0,2023-06-28T09:41:40.000+00:00,0.0,1,0.0,2023-06-28T09:41:40.000+00:00,0.0,0.0,1.0,0.0,499.708,2023-06-28T16:10:37.979+00:00,10.0,1,6.94,2023-06-28T16:02:18.271+00:00,499.708,10.0,2.0,6.94,30.544,2023-06-29T07:16:47.054+00:00,50.0,1,0.42,2023-06-29T07:16:16.510+00:00,530.2520000000001,60.0,3.0,7.36,50.0,2023-06-29T07:17:37.054+00:00,10.0,1,0.69,2023-06-29T07:16:47.054+00:00,580.2520000000001,70.0,4.0,8.05,31.895,2023-06-29T11:43:38.538+00:00,5.0,1,0.44,2023-06-29T11:43:06.643+00:00,612.147,75.0,5.0,8.49,50.0,2023-06-29T11:44:28.538+00:00,0.0,1,0.0,2023-06-29T11:43:38.538+00:00,662.147,75.0,6.0,8.49,64.311,2023-06-29T11:45:32.849+00:00,0.0,1,0.89,2023-06-29T11:44:28.538+00:00,726.4580000000001,75.0,7.0,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.541,2023-06-29T16:39:11.967+00:00,0.0,1.0,3.44,2023-06-29T16:35:04.426+00:00,973.999,75.0,8.0,12.82,0.0,2023-06-29T16:39:11.967+00:00,0.0,1,0.0,2023-06-29T16:39:11.967+00:00,973.999,75.0,9.0,12.82,"_Start,A,B,C,D,E,F,H,_End",0,0.0
70,0.0,2023-06-28T09:58:20.000+00:00,0.0,1,0.0,2023-06-28T09:58:20.000+00:00,0.0,0.0,1.0,0.0,520.007,2023-06-28T18:59:40.454+00:00,10.0,1,7.22,2023-06-28T18:51:00.447+00:00,520.007,10.0,2.0,7.22,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,2023-06-29T08:00:35.024+00:00,10.0,1,0.69,2023-06-29T07:59:45.024+00:00,570.007,20.0,3.0,7.91,22.166,2023-06-29T12:32:42.472+00:00,5.0,1,0.31,2023-06-29T12:32:20.306+00:00,592.173,25.0,4.0,8.22,50.0,2023-06-29T12:33:32.472+00:00,0.0,1,0.0,2023-06-29T12:32:42.472+00:00,642.173,25.0,5.0,8.22,49.505,2023-06-29T12:34:21.977+00:00,0.0,1,0.69,2023-06-29T12:33:32.472+00:00,691.678,25.0,6.0,8.91,20.0,0.0,1.0,0.28,711.678,25.0,7.0,9.19,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T17:20:22.078+00:00,0.0,1,0.0,2023-06-29T17:20:22.078+00:00,711.678,25.0,8.0,9.19,"_Start,A,C,D,E,F,G,_End",1,1.0
72,0.0,2023-06-28T10:00:00.000+00:00,0.0,1,0.0,2023-06-28T10:00:00.000+00:00,0.0,0.0,1.0,0.0,505.502,2023-06-28T19:17:33.638+00:00,10.0,1,7.02,2023-06-28T19:09:08.136+00:00,505.502,10.0,2.0,7.02,9.087,2023-06-29T08:03:31.636+00:00,50.0,1,0.13,2023-06-29T08:03:22.549+00:00,514.589,60.0,3.0,7.1499999999999995,50.0,2023-06-29T08:04:21.636+00:00,10.0,1,0.69,2023-06-29T08:03:31.636+00:00,564.589,70.0,4.0,7.84,48.748,2023-06-29T12:37:00.765+00:00,5.0,1,0.68,2023-06-29T12:36:12.017+00:00,613.3370000000001,75.0,5.0,8.52,50.0,2023-06-29T12:37:50.765+00:00,0.0,1,0.0,2023-06-29T12:37:00.765+00:00,663.3370000000001,75.0,6.0,8.52,9.603,2023-06-29T12:38:00.368+00:00,0.0,1,0.13,2023-06-29T12:37:50.765+00:00,672.94,75.0,7.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.662,2023-06-29T17:24:48.740+00:00,0.0,1.0,3.43,2023-06-29T17:20:42.078+00:00,919.6020000000001,75.0,8.0,12.08,0.0,2023-06-29T17:24:48.740+00:00,0.0,1,0.0,2023-06-29T17:24:48.740+00:00,919.6020000000001,75.0,9.0,12.08,"_Start,A,B,C,D,E,F,H,_End",0,0.0
30,0.0,2023-06-28T09:25:00.000+00:00,0.0,1,0.0,2023-06-28T09:25:00.000+00:00,0.0,0.0,1.0,0.0,503.085,2023-06-28T13:21:38.077+00:00,10.0,1,6.99,2023-06-28T13:13:14.992+00:00,503.085,10.0,2.0,6.99,252.926,2023-06-29T06:42:53.424+00:00,50.0,1,3.51,2023-06-29T06:38:40.498+00:00,756.011,60.0,3.0,10.5,50.0,2023-06-29T06:43:43.424+00:00,10.0,1,0.69,2023-06-29T06:42:53.424+00:00,806.011,70.0,4.0,11.19,23.966,2023-06-29T10:55:41.014+00:00,5.0,1,0.33,2023-06-29T10:55:17.048+00:00,829.977,75.0,5.0,11.52,50.0,2023-06-29T10:56:31.014+00:00,0.0,1,0.0,2023-06-29T10:55:41.014+00:00,879.977,75.0,6.0,11.52,11.147,2023-06-29T10:56:42.161+00:00,0.0,1,0.15,2023-06-29T10:56:31.014+00:00,891.124,75.0,7.0,11.67,20.0,0.0,1.0,0.28,911.124,75.0,8.0,11.95,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T16:09:46.939+00:00,0.0,1,0.0,2023-06-29T16:09:46.939+00:00,911.124,75.0,9.0,11.95,"_Start,A,B,C,D,E,F,G,_End",0,0.0
51,0.0,2023-06-28T09:42:30.000+00:00,0.0,1,0.0,2023-06-28T09:42:30.000+00:00,0.0,0.0,1.0,0.0,522.283,2023-06-28T16:19:20.262+00:00,10.0,1,7.25,2023-06-28T16:10:37.979+00:00,522.283,10.0,2.0,7.25,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,2023-06-29T07:20:42.328+00:00,10.0,1,0.69,2023-06-29T07:19:52.328+00:00,572.283,20.0,3.0,7.9399999999999995,43.278,2023-06-29T11:46:16.127+00:00,5.0,1,0.6,2023-06-29T11:45:32.849+00:00,615.561,25.0,4.0,8.54,50.0,2023-06-29T11:47:06.127+00:00,0.0,1,0.0,2023-06-29T11:46:16.127+00:00,665.561,25.0,5.0,8.54,40.902,2023-06-29T11:47:47.029+00:00,0.0,1,0.57,2023-06-29T11:47:06.127+00:00,706.4630000000001,25.0,6.0,9.11,20.0,0.0,1.0,0.28,726.4630000000001,25.0,7.0,9.389999999999999,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T16:39:31.967+00:00,0.0,1,0.0,2023-06-29T16:39:31.967+00:00,726.4630000000001,25.0,8.0,9.389999999999999,"_Start,A,C,D,E,F,G,_End",1,1.0
90,0.0,2023-06-28T10:15:00.000+00:00,0.0,1,0.0,2023-06-28T10:15:00.000+00:00,0.0,0.0,1.0,0.0,507.684,2023-06-28T21:49:30.823+00:00,10.0,1,7.05,2023-06-28T21:41:03.139+00:00,507.684,10.0,2.0,7.05,14.672,2023-06-29T08:31:34.082+00:00,50.0,1,0.2,2023-06-29T08:31:19.410+00:00,522.356,60.0,3.0,7.25,50.0,2023-06-29T08:32:24.082+00:00,10.0,1,0.69,2023-06-29T08:31:34.082+00:00,572.356,70.0,4.0,7.9399999999999995,42.647,2023-06-29T13:15:21.903+00:00,5.0,1,0.59,2023-06-29T13:14:39.256+00:00,615.003,75.0,5.0,8.53,50.0,2023-06-29T13:16:11.903+00:00,0.0,1,0.0,2023-06-29T13:15:21.903+00:00,665.003,75.0,6.0,8.53,16.068,2023-06-29T13:16:27.971+00:00,0.0,1,0.22,2023-06-29T13:16:11.903+00:00,681.071,75.0,7.0,8.75,20.0,0.0,1.0,0.28,701.071,75.0,8.0,9.03,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T17:53:44.834+00:00,0.0,1,0.0,2023-06-29T17:53:44.834+00:00,701.071,75.0,9.0,9.03,"_Start,A,B,C,D,E,F,G,_End",0,0.0
94,0.0,2023-06-28T10:18:20.000+00:00,0.0,1,0.0,2023-06-28T10:18:20.000+00:00,0.0,0.0,1.0,0.0,494.103,2023-06-28T22:24:47.274+00:00,10.0,1,6.86,2023-06-28T22:16:33.171+00:00,494.103,10.0,2.0,6.86,60.084,2023-06-29T08:39:45.011+00:00,50.0,1,0.83,2023-06-29T08:38:44.927+00:00,554.187,60.0,3.0,7.69,50.0,2023-06-29T08:40:35.011+00:00,10.0,1,0.69,2023-06-29T08:39:45.011+00:00,604.187,70.0,4.0,8.38,28.214,2023-06-29T13:26:25.883+00:00,5.0,1,0.39,2023-06-29T13:25:57.669+00:00,632.4010000000001,75.0,5.0,8.770000000000001,50.0,2023-06-29T13:27:15.883+00:00,0.0,1,0.0,2023-06-29T13:26:25.883+00:00,682.4010000000001,75.0,6.0,8.770000000000001,32.431,2023-06-29T13:27:48.314+00:00,0.0,1,0.45,2023-06-29T13:27:15.883+00:00,714.8320000000001,75.0,7.0,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.399,2023-06-29T18:07:05.112+00:00,0.0,1.0,3.59,2023-06-29T18:02:46.713+00:00,973.2310000000001,75.0,8.0,12.81,0.0,2023-06-29T18:07:05.112+00:00,0.0,1,0.0,2023-06-29T18:07:05.112+00:00,973.2310000000001,75.0,9.0,12.81,"_Start,A,B,C,D,E,F,H,_End",0,0.0
73,0.0,2023-06-28T10:00:50.000+00:00,0.0,1,0.0,2023-06-28T10:00:50.000+00:00,0.0,0.0,1.0,0.0,487.601,2023-06-28T19:25:41.239+00:00,10.0,1,6.77,2023-06-28T19:17:33.638+00:00,487.601,10.0,2.0,6.77,72.798,2023-06-29T08:05:34.434+00:00,50.0,1,1.01,2023-06-29T08:04:21.636+00:00,560.399,60.0,3.0,7.779999999999999,50.0,2023-06-29T08:06:24.434+00:00,10.0,1,0.69,2023-06-29T08:05:34.434+00:00,610.399,70.0,4.0,8.469999999999999,53.541,2023-06-29T12:38:53.909+00:00,5.0,1,0.74,2023-06-29T12:38:00.368+00:00,663.94,75.0,5.0,9.209999999999999,50.0,2023-06-29T12:39:43.909+00:00,0.0,1,0.0,2023-06-29T12:38:53.909+00:00,713.94,75.0,6.0,9.209999999999999,20.827,2023-06-29T12:40:04.736+00:00,0.0,1,0.29,2023-06-29T12:39:43.909+00:00,734.767,75.0,7.0,9.499999999999998,20.0,0.0,1.0,0.28,754.767,75.0,8.0,9.779999999999998,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-29T17:25:08.740+00:00,0.0,1,0.0,2023-06-29T17:25:08.740+00:00,754.767,75.0,9.0,9.779999999999998,"_Start,A,B,C,D,E,F,G,_End",0,0.0
3,0.0,2023-06-28T09:02:30.000+00:00,0.0,1,0.0,2023-06-28T09:02:30.000+00:00,0.0,0.0,1.0,0.0,501.528,2023-06-28T09:33:59.974+00:00,10.0,1,6.97,2023-06-28T09:25:38.446+00:00,501.528,10.0,2.0,6.97,41.504,2023-06-28T14:46:59.692+00:00,50.0,1,0.58,2023-06-28T14:46:18.188+00:00,543.032,60.0,3.0,7.55,50.0,2023-06-28T14:47:49.692+00:00,10.0,1,0.69,2023-06-28T14:46:59.692+00:00,593.032,70.0,4.0,8.24,51.318,2023-06-29T06:59:11.723+00:00,5.0,1,0.71,2023-06-29T06:58:20.405+00:00,644.35,75.0,5.0,8.95,50.0,2023-06-29T07:00:01.723+00:00,0.0,1,0.0,2023-06-29T06:59:11.723+00:00,694.35,75.0,6.0,8.95,27.946,2023-06-29T07:00:29.669+00:00,0.0,1,0.39,2023-06-29T07:00:01.723+00:00,722.296,75.0,7.0,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.784,2023-06-29T11:26:27.764+00:00,0.0,1.0,3.33,2023-06-29T11:22:27.980+00:00,962.08,75.0,8.0,12.67,0.0,2023-06-29T11:26:27.764+00:00,0.0,1,0.0,2023-06-29T11:26:27.764+00:00,962.08,75.0,9.0,12.67,"_Start,A,B,C,D,E,F,H,_End",0,0.0
4,0.0,2023-06-28T09:03:20.000+00:00,0.0,1,0.0,2023-06-28T09:03:20.000+00:00,0.0,0.0,1.0,0.0,519.368,2023-06-28T09:42:39.342+00:00,10.0,1,7.21,2023-06-28T09:33:59.974+00:00,519.368,10.0,2.0,7.21,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50.0,2023-06-28T16:20:13.511+00:00,10.0,1,0.69,2023-06-28T16:19:23.511+00:00,569.368,20.0,3.0,7.9,21.097,2023-06-29T07:21:03.425+00:00,5.0,1,0.29,2023-06-29T07:20:42.328+00:00,590.465,25.0,4.0,8.19,50.0,2023-06-29T07:21:53.425+00:00,0.0,1,0.0,2023-06-29T07:21:03.425+00:00,640.465,25.0,5.0,8.19,22.625,2023-06-29T07:22:16.050+00:00,0.0,1,0.31,2023-06-29T07:21:53.425+00:00,663.09,25.0,6.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.356,2023-06-29T11:51:53.385+00:00,0.0,1.0,3.42,2023-06-29T11:47:47.029+00:00,909.446,25.0,7.0,11.92,0.0,2023-06-29T11:51:53.385+00:00,0.0,1,0.0,2023-06-29T11:51:53.385+00:00,909.446,25.0,8.0,11.92,"_Start,A,C,D,E,F,H,_End",1,1.0
5,0.0,2023-06-28T09:04:10.000+00:00,0.0,1,0.0,2023-06-28T09:04:10.000+00:00,0.0,0.0,1.0,0.0,505.317,2023-06-28T09:51:04.659+00:00,10.0,1,7.02,2023-06-28T09:42:39.342+00:00,505.317,10.0,2.0,7.02,61.676,2023-06-28T17:43:05.955+00:00,50.0,1,0.86,2023-06-28T17:42:04.279+00:00,566.993,60.0,3.0,7.88,50.0,2023-06-28T17:43:55.955+00:00,10.0,1,0.69,2023-06-28T17:43:05.955+00:00,616.993,70.0,4.0,8.57,32.236,2023-06-29T07:43:41.271+00:00,5.0,1,0.45,2023-06-29T07:43:09.035+00:00,649.229,75.0,5.0,9.02,50.0,2023-06-29T07:44:31.271+00:00,0.0,1,0.0,2023-06-29T07:43:41.271+00:00,699.229,75.0,6.0,9.02,30.346,2023-06-29T07:45:01.617+00:00,0.0,1,0.42,2023-06-29T07:44:31.271+00:00,729.575,75.0,7.0,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.576,2023-06-29T12:15:34.682+00:00,0.0,1.0,3.44,2023-06-29T12:11:27.106+00:00,977.1510000000001,75.0,8.0,12.879999999999999,0.0,2023-06-29T12:15:34.682+00:00,0.0,1,0.0,2023-06-29T12:15:34.682+00:00,977.1510000000001,75.0,9.0,12.879999999999999,"_Start,A,B,C,D,E,F,H,_End",0,0.0
