trace_id,_Start#duration,_Start#end_time,_Start#fixedCost,_Start#occurred,_Start#resourceCost,_Start#start_time,_Start@duration,_Start@fixedCost,_Start@occurred,_Start@resourceCost,A#duration,A#end_time,A#fixedCost,A#occurred,A#resourceCost,A#start_time,A@duration,A@fixedCost,A@occurred,A@resourceCost,B#duration,B#end_time,B#fixedCost,B#occurred,B#resourceCost,B#start_time,B@duration,B@fixedCost,B@occurred,B@resourceCost,C#duration,C#end_time,C#fixedCost,C#occurred,C#resourceCost,C#start_time,C@duration,C@fixedCost,C@occurred,C@resourceCost,D#duration,D#end_time,D#fixedCost,D#occurred,D#resourceCost,D#start_time,D@duration,D@fixedCost,D@occurred,D@resourceCost,E#duration,E#end_time,E#fixedCost,E#occurred,E#resourceCost,E#start_time,E@duration,E@fixedCost,E@occurred,E@resourceCost,F#duration,F#end_time,F#fixedCost,F#occurred,F#resourceCost,F#start_time,F@duration,F@fixedCost,F@occurred,F@resourceCost,_End#duration,_End#end_time,_End#fixedCost,_End#occurred,_End#resourceCost,_End#start_time,_End@duration,_End@fixedCost,_End@occurred,_End@resourceCost,_Path,1_if_A#duration_>_515.0_then_B+C+D+E+F;,_Label
184,0.0,2023-06-22T10:33:20.000+00:00,0.0,1,0.0,2023-06-22T10:33:20.000+00:00,0.0,0.0,1.0,0.0,536.16,2023-06-22T10:42:16.160+00:00,50.0,1,29.79,2023-06-22T10:33:20.000+00:00,536.16,50.0,2.0,29.79,1.345,2023-06-22T10:42:17.505+00:00,10.0,1,0.07,2023-06-22T10:42:16.160+00:00,537.505,60.0,3.0,29.86,93.064,2023-06-22T10:43:49.224000+00:00,5.0,1,5.17,2023-06-22T10:42:16.160000+00:00,630.569,65.0,4.0,35.03,80.199,2023-06-22T10:43:36.359000+00:00,5.0,1,4.46,2023-06-22T10:42:16.160000+00:00,710.7679999999999,70.0,5.0,39.49,75.696,2023-06-22T10:43:31.856000+00:00,10.0,1,4.21,2023-06-22T10:42:16.160000+00:00,786.4639999999999,80.0,6.0,43.7,182.438,2023-06-22T10:45:18.598000+00:00,0.0,1,10.14,2023-06-22T10:42:16.160000+00:00,968.9019999999999,80.0,7.0,53.84,0.0,2023-06-22T10:45:18.598000+00:00,0.0,1,0.0,2023-06-22T10:45:18.598000+00:00,968.9019999999999,80.0,8.0,53.84,"_Start,A,B,C,D,E,F,_End",1,1.0
27,0.0,2023-06-19T12:45:00.000+00:00,0.0,1,0.0,2023-06-19T12:45:00.000+00:00,0.0,0.0,1.0,0.0,449.485,2023-06-19T12:52:29.485+00:00,50.0,1,24.97,2023-06-19T12:45:00.000+00:00,449.485,50.0,2.0,24.97,12.855,2023-06-19T12:52:42.340+00:00,10.0,1,0.71,2023-06-19T12:52:29.485+00:00,462.34000000000003,60.0,3.0,25.68,102.0,2023-06-19T12:54:24.340+00:00,5.0,1,5.67,2023-06-19T12:52:42.340+00:00,564.34,65.0,4.0,31.35,78.071,2023-06-19T12:55:42.411+00:00,5.0,1,4.34,2023-06-19T12:54:24.340+00:00,642.4110000000001,70.0,5.0,35.69,77.207,2023-06-19T12:56:59.618+00:00,10.0,1,4.29,2023-06-19T12:55:42.411+00:00,719.618,80.0,6.0,39.98,126.892,2023-06-19T12:59:06.510+00:00,0.0,1,7.05,2023-06-19T12:56:59.618+00:00,846.51,80.0,7.0,47.029999999999994,0.0,2023-06-19T12:59:06.510+00:00,0.0,1,0.0,2023-06-19T12:59:06.510+00:00,846.51,80.0,8.0,47.029999999999994,"_Start,A,B,C,D,E,F,_End",0,0.0
30,0.0,2023-06-19T13:10:00.000+00:00,0.0,1,0.0,2023-06-19T13:10:00.000+00:00,0.0,0.0,1.0,0.0,486.292,2023-06-19T13:18:06.292+00:00,50.0,1,27.02,2023-06-19T13:10:00.000+00:00,486.292,50.0,2.0,27.02,11.323,2023-06-19T13:18:17.615+00:00,10.0,1,0.63,2023-06-19T13:18:06.292+00:00,497.61499999999995,60.0,3.0,27.65,105.569,2023-06-19T13:20:03.184+00:00,5.0,1,5.86,2023-06-19T13:18:17.615+00:00,603.184,65.0,4.0,33.51,51.875,2023-06-19T13:20:55.059+00:00,5.0,1,2.88,2023-06-19T13:20:03.184+00:00,655.059,70.0,5.0,36.39,86.16,2023-06-19T13:22:21.219+00:00,10.0,1,4.79,2023-06-19T13:20:55.059+00:00,741.2189999999999,80.0,6.0,41.18,593.472,2023-06-19T13:32:14.691+00:00,0.0,1,32.97,2023-06-19T13:22:21.219+00:00,1334.6909999999998,80.0,7.0,74.15,0.0,2023-06-19T13:32:14.691+00:00,0.0,1,0.0,2023-06-19T13:32:14.691+00:00,1334.6909999999998,80.0,8.0,74.15,"_Start,A,B,C,D,E,F,_End",0,0.0
288,0.0,2023-06-23T17:00:00.000+00:00,0.0,1,0.0,2023-06-23T17:00:00.000+00:00,0.0,0.0,1.0,0.0,568.146,2023-06-26T09:09:28.146+00:00,50.0,1,31.56,2023-06-26T09:00:00.000+00:00,568.146,50.0,2.0,31.56,42.656,2023-06-26T09:10:10.802+00:00,10.0,1,2.37,2023-06-26T09:09:28.146+00:00,610.8019999999999,60.0,3.0,33.93,102.196,2023-06-26T09:11:10.342000+00:00,5.0,1,5.68,2023-06-26T09:09:28.146000+00:00,712.9979999999999,65.0,4.0,39.61,56.931,2023-06-26T09:10:25.077000+00:00,5.0,1,3.16,2023-06-26T09:09:28.146000+00:00,769.929,70.0,5.0,42.769999999999996,83.967,2023-06-26T09:10:52.113000+00:00,10.0,1,4.66,2023-06-26T09:09:28.146000+00:00,853.896,80.0,6.0,47.42999999999999,1520.517,2023-06-26T09:34:48.663000+00:00,0.0,1,84.47,2023-06-26T09:09:28.146000+00:00,2374.413,80.0,7.0,131.89999999999998,0.0,2023-06-26T09:34:48.663000+00:00,0.0,1,0.0,2023-06-26T09:34:48.663000+00:00,2374.413,80.0,8.0,131.89999999999998,"_Start,A,B,C,D,E,F,_End",1,1.0
37,0.0,2023-06-19T14:08:20.000+00:00,0.0,1,0.0,2023-06-19T14:08:20.000+00:00,0.0,0.0,1.0,0.0,502.404,2023-06-19T14:16:42.404+00:00,50.0,1,27.91,2023-06-19T14:08:20.000+00:00,502.404,50.0,2.0,27.91,35.317,2023-06-19T14:17:17.721+00:00,10.0,1,1.96,2023-06-19T14:16:42.404+00:00,537.721,60.0,3.0,29.87,102.164,2023-06-19T14:18:59.885+00:00,5.0,1,5.68,2023-06-19T14:17:17.721+00:00,639.885,65.0,4.0,35.55,63.828,2023-06-19T14:20:03.713+00:00,5.0,1,3.55,2023-06-19T14:18:59.885+00:00,703.713,70.0,5.0,39.099999999999994,88.378,2023-06-19T14:21:32.091+00:00,10.0,1,4.91,2023-06-19T14:20:03.713+00:00,792.091,80.0,6.0,44.00999999999999,782.762,2023-06-19T14:34:34.853+00:00,0.0,1,43.49,2023-06-19T14:21:32.091+00:00,1574.853,80.0,7.0,87.5,0.0,2023-06-19T14:34:34.853+00:00,0.0,1,0.0,2023-06-19T14:34:34.853+00:00,1574.853,80.0,8.0,87.5,"_Start,A,B,C,D,E,F,_End",0,0.0
38,0.0,2023-06-19T14:16:40.000+00:00,0.0,1,0.0,2023-06-19T14:16:40.000+00:00,0.0,0.0,1.0,0.0,495.75,2023-06-19T14:24:55.750+00:00,50.0,1,27.54,2023-06-19T14:16:40.000+00:00,495.75,50.0,2.0,27.54,2.745,2023-06-19T14:24:58.495+00:00,10.0,1,0.15,2023-06-19T14:24:55.750+00:00,498.495,60.0,3.0,27.689999999999998,105.567,2023-06-19T14:26:44.062+00:00,5.0,1,5.86,2023-06-19T14:24:58.495+00:00,604.062,65.0,4.0,33.55,53.508,2023-06-19T14:27:37.570+00:00,5.0,1,2.97,2023-06-19T14:26:44.062+00:00,657.57,70.0,5.0,36.519999999999996,75.678,2023-06-19T14:28:53.248+00:00,10.0,1,4.2,2023-06-19T14:27:37.570+00:00,733.248,80.0,6.0,40.72,169.18,2023-06-19T14:31:42.428+00:00,0.0,1,9.4,2023-06-19T14:28:53.248+00:00,902.4280000000001,80.0,7.0,50.12,0.0,2023-06-19T14:31:42.428+00:00,0.0,1,0.0,2023-06-19T14:31:42.428+00:00,902.4280000000001,80.0,8.0,50.12,"_Start,A,B,C,D,E,F,_End",0,0.0
16,0.0,2023-06-19T11:13:20.000+00:00,0.0,1,0.0,2023-06-19T11:13:20.000+00:00,0.0,0.0,1.0,0.0,510.235,2023-06-19T11:21:50.235+00:00,50.0,1,28.35,2023-06-19T11:13:20.000+00:00,510.235,50.0,2.0,28.35,35.853,2023-06-19T11:22:26.088+00:00,10.0,1,1.99,2023-06-19T11:21:50.235+00:00,546.088,60.0,3.0,30.34,101.591,2023-06-19T11:24:07.679+00:00,5.0,1,5.64,2023-06-19T11:22:26.088+00:00,647.679,65.0,4.0,35.98,84.549,2023-06-19T11:25:32.228+00:00,5.0,1,4.7,2023-06-19T11:24:07.679+00:00,732.228,70.0,5.0,40.68,79.894,2023-06-19T11:26:52.122+00:00,10.0,1,4.44,2023-06-19T11:25:32.228+00:00,812.122,80.0,6.0,45.12,585.182,2023-06-19T11:36:37.304+00:00,0.0,1,32.51,2023-06-19T11:26:52.122+00:00,1397.304,80.0,7.0,77.63,0.0,2023-06-19T11:36:37.304+00:00,0.0,1,0.0,2023-06-19T11:36:37.304+00:00,1397.304,80.0,8.0,77.63,"_Start,A,B,C,D,E,F,_End",0,0.0
289,0.0,2023-06-26T09:08:20.000+00:00,0.0,1,0.0,2023-06-26T09:08:20.000+00:00,0.0,0.0,1.0,0.0,520.975,2023-06-26T09:17:00.975+00:00,50.0,1,28.94,2023-06-26T09:08:20.000+00:00,520.975,50.0,2.0,28.94,74.404,2023-06-26T09:18:15.379+00:00,10.0,1,4.13,2023-06-26T09:17:00.975+00:00,595.379,60.0,3.0,33.07,105.44,2023-06-26T09:18:46.415000+00:00,5.0,1,5.86,2023-06-26T09:17:00.975000+00:00,700.819,65.0,4.0,38.93,65.091,2023-06-26T09:18:06.066000+00:00,5.0,1,3.62,2023-06-26T09:17:00.975000+00:00,765.91,70.0,5.0,42.55,84.966,2023-06-26T09:18:25.941000+00:00,10.0,1,4.72,2023-06-26T09:17:00.975000+00:00,850.876,80.0,6.0,47.269999999999996,25.129,2023-06-26T09:17:26.104000+00:00,0.0,1,1.4,2023-06-26T09:17:00.975000+00:00,876.005,80.0,7.0,48.669999999999995,0.0,2023-06-26T09:17:26.104000+00:00,0.0,1,0.0,2023-06-26T09:17:26.104000+00:00,876.005,80.0,8.0,48.669999999999995,"_Start,A,B,C,D,E,F,_End",1,1.0
17,0.0,2023-06-19T11:21:40.000+00:00,0.0,1,0.0,2023-06-19T11:21:40.000+00:00,0.0,0.0,1.0,0.0,525.139,2023-06-19T11:30:25.139+00:00,50.0,1,29.17,2023-06-19T11:21:40.000+00:00,525.139,50.0,2.0,29.17,25.391,2023-06-19T11:30:50.530+00:00,10.0,1,1.41,2023-06-19T11:30:25.139+00:00,550.53,60.0,3.0,30.580000000000002,102.857,2023-06-19T11:32:07.996000+00:00,5.0,1,5.71,2023-06-19T11:30:25.139000+00:00,653.387,65.0,4.0,36.29,90.298,2023-06-19T11:31:55.437000+00:00,5.0,1,5.02,2023-06-19T11:30:25.139000+00:00,743.685,70.0,5.0,41.31,78.589,2023-06-19T11:31:43.728000+00:00,10.0,1,4.37,2023-06-19T11:30:25.139000+00:00,822.2739999999999,80.0,6.0,45.68,832.28,2023-06-19T11:44:17.419000+00:00,0.0,1,46.24,2023-06-19T11:30:25.139000+00:00,1654.5539999999999,80.0,7.0,91.92,0.0,2023-06-19T11:44:17.419000+00:00,0.0,1,0.0,2023-06-19T11:44:17.419000+00:00,1654.5539999999999,80.0,8.0,91.92,"_Start,A,B,C,D,E,F,_End",1,1.0
189,0.0,2023-06-22T11:15:00.000+00:00,0.0,1,0.0,2023-06-22T11:15:00.000+00:00,0.0,0.0,1.0,0.0,519.178,2023-06-22T11:23:39.178+00:00,50.0,1,28.84,2023-06-22T11:15:00.000+00:00,519.178,50.0,2.0,28.84,7.531,2023-06-22T11:23:46.709+00:00,10.0,1,0.42,2023-06-22T11:23:39.178+00:00,526.709,60.0,3.0,29.26,87.714,2023-06-22T11:25:06.892000+00:00,5.0,1,4.87,2023-06-22T11:23:39.178000+00:00,614.423,65.0,4.0,34.13,73.533,2023-06-22T11:24:52.711000+00:00,5.0,1,4.09,2023-06-22T11:23:39.178000+00:00,687.956,70.0,5.0,38.22,74.384,2023-06-22T11:24:53.562000+00:00,10.0,1,4.13,2023-06-22T11:23:39.178000+00:00,762.34,80.0,6.0,42.35,81.668,2023-06-22T11:25:00.846000+00:00,0.0,1,4.54,2023-06-22T11:23:39.178000+00:00,844.008,80.0,7.0,46.89,0.0,2023-06-22T11:25:00.846000+00:00,0.0,1,0.0,2023-06-22T11:25:00.846000+00:00,844.008,80.0,8.0,46.89,"_Start,A,B,C,D,E,F,_End",1,1.0
167,0.0,2023-06-21T16:11:40.000+00:00,0.0,1,0.0,2023-06-21T16:11:40.000+00:00,0.0,0.0,1.0,0.0,506.16,2023-06-21T16:20:06.160+00:00,50.0,1,28.12,2023-06-21T16:11:40.000+00:00,506.16,50.0,2.0,28.12,41.67,2023-06-21T16:20:47.830+00:00,10.0,1,2.31,2023-06-21T16:20:06.160+00:00,547.83,60.0,3.0,30.43,93.74,2023-06-21T16:22:21.570+00:00,5.0,1,5.21,2023-06-21T16:20:47.830+00:00,641.57,65.0,4.0,35.64,90.574,2023-06-21T16:23:52.144+00:00,5.0,1,5.03,2023-06-21T16:22:21.570+00:00,732.144,70.0,5.0,40.67,82.776,2023-06-21T16:25:14.920+00:00,10.0,1,4.6,2023-06-21T16:23:52.144+00:00,814.92,80.0,6.0,45.27,1104.844,2023-06-21T16:43:39.764+00:00,0.0,1,61.38,2023-06-21T16:25:14.920+00:00,1919.7640000000001,80.0,7.0,106.65,0.0,2023-06-21T16:43:39.764+00:00,0.0,1,0.0,2023-06-21T16:43:39.764+00:00,1919.7640000000001,80.0,8.0,106.65,"_Start,A,B,C,D,E,F,_End",0,0.0
