trace_id,_Start#duration,_Start#end_time,_Start#occurred,_Start#resourceCost,_Start#start_time,_Start@duration,_Start@occurred,_Start@resourceCost,A_Cancelled#duration,A_Cancelled#end_time,A_Cancelled#occurred,A_Cancelled#resourceCost,A_Cancelled#start_time,A_Cancelled@duration,A_Cancelled@occurred,A_Cancelled@resourceCost,A_Create_Application#duration,A_Create_Application#end_time,A_Create_Application#occurred,A_Create_Application#resourceCost,A_Create_Application#start_time,A_Create_Application@duration,A_Create_Application@occurred,A_Create_Application@resourceCost,A_Denied#duration,A_Denied#occurred,A_Denied#resourceCost,A_Denied@duration,A_Denied@occurred,A_Denied@resourceCost,A_Pending#duration,A_Pending#occurred,A_Pending#resourceCost,A_Pending@duration,A_Pending@occurred,A_Pending@resourceCost,W_Call_incomplete_files#duration,W_Call_incomplete_files#end_time,W_Call_incomplete_files#occurred,W_Call_incomplete_files#resourceCost,W_Call_incomplete_files#start_time,W_Call_incomplete_files@duration,W_Call_incomplete_files@occurred,W_Call_incomplete_files@resourceCost,W_Complete_application#duration,W_Complete_application#end_time,W_Complete_application#occurred,W_Complete_application#resourceCost,W_Complete_application#start_time,W_Complete_application@duration,W_Complete_application@occurred,W_Complete_application@resourceCost,W_Validate_application#duration,W_Validate_application#end_time,W_Validate_application#occurred,W_Validate_application#resourceCost,W_Validate_application#start_time,W_Validate_application@duration,W_Validate_application@occurred,W_Validate_application@resourceCost,_End#duration,_End#end_time,_End#occurred,_End#resourceCost,_End#start_time,_End@duration,_End@occurred,_End@resourceCost,_Path,1_if_W_Validate_application#duration_<_3600.0_then_INSERT_W_Call_incomplete_files_(_#duration_3600.0_);,_Label
184,0.0,2024-05-01T16:00:00.000+00:00,1,0.0,2024-05-01T16:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-05-02T09:00:00.000+00:00,1,20.0,2024-05-02T08:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,14582.198,5.0,81.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-05-02T10:00:00.000+00:00,1,20.0,2024-05-02T09:00:00.000+00:00,7200.0,3.0,40.0,3782.198,2024-05-02T11:03:02.198+00:00,1,21.01,2024-05-02T10:00:00.000+00:00,10982.198,4.0,61.010000000000005,0.0,2024-05-02T12:03:02.198+00:00,1,0.0,2024-05-02T12:03:02.198+00:00,14582.198,6.0,81.01,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Denied,_End",0,0.0
27,0.0,2024-04-04T11:00:00.000+00:00,1,0.0,2024-04-04T11:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-04T12:00:00.000+00:00,1,20.0,2024-04-04T11:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,17710.675,6.0,78.39,3600.0,2024-04-04T14:55:10.675000+00:00,1.0,0.0,2024-04-04T13:55:10.675+00:00,14110.675,5.0,58.39,3600.0,2024-04-04T13:00:00.000+00:00,1,20.0,2024-04-04T12:00:00.000+00:00,7200.0,3.0,40.0,3310.675,2024-04-04T13:55:10.675+00:00,1,18.39,2024-04-04T13:00:00.000+00:00,10510.675,4.0,58.39,0.0,2024-04-04T15:55:10.675000+00:00,1,0.0,2024-04-04T15:55:10.675000+00:00,17710.675,7.0,78.39,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Pending,_End",1,1.0
30,0.0,2024-04-04T14:00:00.000+00:00,1,0.0,2024-04-04T14:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-04T15:00:00.000+00:00,1,20.0,2024-04-04T14:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,14458.419,5.0,80.32,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-04T16:00:00.000+00:00,1,20.0,2024-04-04T15:00:00.000+00:00,7200.0,3.0,40.0,3658.419,2024-04-05T09:00:58.419+00:00,1,20.32,2024-04-05T08:00:00.000+00:00,10858.419,4.0,60.32,0.0,2024-04-05T10:00:58.419+00:00,1,0.0,2024-04-05T10:00:58.419+00:00,14458.419,6.0,80.32,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Pending,_End",0,0.0
288,0.0,2024-05-20T16:00:00.000+00:00,1,0.0,2024-05-20T16:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-05-21T09:00:00.000+00:00,1,20.0,2024-05-21T08:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,17038.464,6.0,74.66,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-05-21T11:43:58.464000+00:00,1.0,0.0,2024-05-21T10:43:58.464+00:00,13438.464,5.0,54.66,3600.0,2024-05-21T10:00:00.000+00:00,1,20.0,2024-05-21T09:00:00.000+00:00,7200.0,3.0,40.0,2638.464,2024-05-21T10:43:58.464+00:00,1,14.66,2024-05-21T10:00:00.000+00:00,9838.464,4.0,54.66,0.0,2024-05-21T12:43:58.464000+00:00,1,0.0,2024-05-21T12:43:58.464000+00:00,17038.464,7.0,74.66,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Denied,_End",1,1.0
37,0.0,2024-04-05T13:00:00.000+00:00,1,0.0,2024-04-05T13:00:00.000+00:00,0.0,1.0,0.0,234000.0,2024-04-08T09:45:17.263000+00:00,1.0,20.0,2024-04-05T16:45:17.263000+00:00,247517.263,6.0,75.1,3600.0,2024-04-05T14:00:00.000+00:00,1,20.0,2024-04-05T13:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-04-05T16:45:17.263000+00:00,1.0,0.0,2024-04-05T15:45:17.263+00:00,13517.262999999999,5.0,55.1,3600.0,2024-04-05T15:00:00.000+00:00,1,20.0,2024-04-05T14:00:00.000+00:00,7200.0,3.0,40.0,2717.263,2024-04-05T15:45:17.263+00:00,1,15.1,2024-04-05T15:00:00.000+00:00,9917.262999999999,4.0,55.1,0.0,2024-04-08T09:45:17.263000+00:00,1,0.0,2024-04-08T09:45:17.263000+00:00,247517.263,7.0,75.1,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
38,0.0,2024-04-05T14:00:00.000+00:00,1,0.0,2024-04-05T14:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-04-08T10:52:29.615000+00:00,1.0,20.0,2024-04-08T09:52:29.615000+00:00,17549.614999999998,6.0,77.5,3600.0,2024-04-05T15:00:00.000+00:00,1,20.0,2024-04-05T14:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-04-08T09:52:29.615000+00:00,1.0,0.0,2024-04-08T08:52:29.615+00:00,13949.615,5.0,57.5,3600.0,2024-04-05T16:00:00.000+00:00,1,20.0,2024-04-05T15:00:00.000+00:00,7200.0,3.0,40.0,3149.615,2024-04-08T08:52:29.615+00:00,1,17.5,2024-04-08T08:00:00.000+00:00,10349.615,4.0,57.5,0.0,2024-04-08T10:52:29.615000+00:00,1,0.0,2024-04-08T10:52:29.615000+00:00,17549.614999999998,7.0,77.5,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
16,0.0,2024-04-02T16:00:00.000+00:00,1,0.0,2024-04-02T16:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-04-03T12:00:22.918+00:00,1.0,20.0,2024-04-03T11:00:22.918+00:00,14422.918,5.0,80.13,3600.0,2024-04-03T09:00:00.000+00:00,1,20.0,2024-04-03T08:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-03T10:00:00.000+00:00,1,20.0,2024-04-03T09:00:00.000+00:00,7200.0,3.0,40.0,3622.918,2024-04-03T11:00:22.918+00:00,1,20.13,2024-04-03T10:00:00.000+00:00,10822.918,4.0,60.129999999999995,0.0,2024-04-03T12:00:22.918+00:00,1,0.0,2024-04-03T12:00:22.918+00:00,14422.918,6.0,80.13,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
289,0.0,2024-05-21T09:00:00.000+00:00,1,0.0,2024-05-21T09:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-05-21T13:17:03.428+00:00,1.0,20.0,2024-05-21T12:17:03.428+00:00,15423.428,5.0,85.69,3600.0,2024-05-21T10:00:00.000+00:00,1,20.0,2024-05-21T09:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-05-21T11:00:00.000+00:00,1,20.0,2024-05-21T10:00:00.000+00:00,7200.0,3.0,40.0,4623.428,2024-05-21T12:17:03.428+00:00,1,25.69,2024-05-21T11:00:00.000+00:00,11823.428,4.0,65.69,0.0,2024-05-21T13:17:03.428+00:00,1,0.0,2024-05-21T13:17:03.428+00:00,15423.428,6.0,85.69,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
17,0.0,2024-04-03T09:00:00.000+00:00,1,0.0,2024-04-03T09:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-04-03T13:50:06.484000+00:00,1.0,20.0,2024-04-03T12:50:06.484000+00:00,17406.484,6.0,76.7,3600.0,2024-04-03T10:00:00.000+00:00,1,20.0,2024-04-03T09:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-04-03T12:50:06.484000+00:00,1.0,0.0,2024-04-03T11:50:06.484+00:00,13806.484,5.0,56.7,3600.0,2024-04-03T11:00:00.000+00:00,1,20.0,2024-04-03T10:00:00.000+00:00,7200.0,3.0,40.0,3006.484,2024-04-03T11:50:06.484+00:00,1,16.7,2024-04-03T11:00:00.000+00:00,10206.484,4.0,56.7,0.0,2024-04-03T13:50:06.484000+00:00,1,0.0,2024-04-03T13:50:06.484000+00:00,17406.484,7.0,76.7,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
189,0.0,2024-05-02T13:00:00.000+00:00,1,0.0,2024-05-02T13:00:00.000+00:00,0.0,1.0,0.0,61200.0,2024-05-03T09:43:06.742000+00:00,1.0,20.0,2024-05-02T16:43:06.742000+00:00,74586.742,6.0,74.37,3600.0,2024-05-02T14:00:00.000+00:00,1,20.0,2024-05-02T13:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-05-02T16:43:06.742000+00:00,1.0,0.0,2024-05-02T15:43:06.742+00:00,13386.742,5.0,54.37,3600.0,2024-05-02T15:00:00.000+00:00,1,20.0,2024-05-02T14:00:00.000+00:00,7200.0,3.0,40.0,2586.742,2024-05-02T15:43:06.742+00:00,1,14.37,2024-05-02T15:00:00.000+00:00,9786.742,4.0,54.37,0.0,2024-05-03T09:43:06.742000+00:00,1,0.0,2024-05-03T09:43:06.742000+00:00,74586.742,7.0,74.37,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
167,0.0,2024-04-29T15:00:00.000+00:00,1,0.0,2024-04-29T15:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-04-30T11:18:37.469+00:00,1.0,20.0,2024-04-30T10:18:37.469+00:00,15517.469000000001,5.0,86.21000000000001,3600.0,2024-04-29T16:00:00.000+00:00,1,20.0,2024-04-29T15:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-30T09:00:00.000+00:00,1,20.0,2024-04-30T08:00:00.000+00:00,7200.0,3.0,40.0,4717.469,2024-04-30T10:18:37.469+00:00,1,26.21,2024-04-30T09:00:00.000+00:00,11917.469000000001,4.0,66.21000000000001,0.0,2024-04-30T11:18:37.469+00:00,1,0.0,2024-04-30T11:18:37.469+00:00,15517.469000000001,6.0,86.21000000000001,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
188,0.0,2024-05-02T12:00:00.000+00:00,1,0.0,2024-05-02T12:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-05-02T16:57:13.392000+00:00,1.0,20.0,2024-05-02T15:57:13.392000+00:00,17833.392,6.0,79.07,3600.0,2024-05-02T13:00:00.000+00:00,1,20.0,2024-05-02T12:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-05-02T15:57:13.392000+00:00,1.0,0.0,2024-05-02T14:57:13.392+00:00,14233.392,5.0,59.07,3600.0,2024-05-02T14:00:00.000+00:00,1,20.0,2024-05-02T13:00:00.000+00:00,7200.0,3.0,40.0,3433.392,2024-05-02T14:57:13.392+00:00,1,19.07,2024-05-02T14:00:00.000+00:00,10633.392,4.0,59.07,0.0,2024-05-02T16:57:13.392000+00:00,1,0.0,2024-05-02T16:57:13.392000+00:00,17833.392,7.0,79.07,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
280,0.0,2024-05-17T16:00:00.000+00:00,1,0.0,2024-05-17T16:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-05-20T12:48:00.328000+00:00,1.0,20.0,2024-05-20T11:48:00.328000+00:00,17280.328,6.0,76.0,3600.0,2024-05-20T09:00:00.000+00:00,1,20.0,2024-05-20T08:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-05-20T11:48:00.328000+00:00,1.0,0.0,2024-05-20T10:48:00.328+00:00,13680.328,5.0,56.0,3600.0,2024-05-20T10:00:00.000+00:00,1,20.0,2024-05-20T09:00:00.000+00:00,7200.0,3.0,40.0,2880.328,2024-05-20T10:48:00.328+00:00,1,16.0,2024-05-20T10:00:00.000+00:00,10080.328,4.0,56.0,0.0,2024-05-20T12:48:00.328000+00:00,1,0.0,2024-05-20T12:48:00.328000+00:00,17280.328,7.0,76.0,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
