trace_id,_Start#duration,_Start#end_time,_Start#fixedCost,_Start#occurred,_Start#resourceCost,_Start#start_time,_Start@duration,_Start@fixedCost,_Start@occurred,_Start@resourceCost,A#duration,A#end_time,A#fixedCost,A#occurred,A#resourceCost,A#start_time,A@duration,A@fixedCost,A@occurred,A@resourceCost,B#duration,B#end_time,B#fixedCost,B#occurred,B#resourceCost,B#start_time,B@duration,B@fixedCost,B@occurred,B@resourceCost,C#duration,C#end_time,C#fixedCost,C#occurred,C#resourceCost,C#start_time,C@duration,C@fixedCost,C@occurred,C@resourceCost,D#duration,D#end_time,D#fixedCost,D#occurred,D#resourceCost,D#start_time,D@duration,D@fixedCost,D@occurred,D@resourceCost,E#duration,E#end_time,E#fixedCost,E#occurred,E#resourceCost,E#start_time,E@duration,E@fixedCost,E@occurred,E@resourceCost,F#duration,F#end_time,F#fixedCost,F#occurred,F#resourceCost,F#start_time,F@duration,F@fixedCost,F@occurred,F@resourceCost,_End#duration,_End#end_time,_End#fixedCost,_End#occurred,_End#resourceCost,_End#start_time,_End@duration,_End@fixedCost,_End@occurred,_End@resourceCost,_Path,1_if_C#duration_>_55.0_then_INSERT_F_(_#duration_?N_(500.0_50.0)_);,_Label
28,0.0,2023-06-30T12:53:20.000+00:00,0.0,1,0.0,2023-06-30T12:53:20.000+00:00,0.0,0.0,1.0,0.0,510.741,2023-06-30T13:01:55.378+00:00,50.0,1,12.06,2023-06-30T12:53:24.637+00:00,510.741,50.0,2.0,12.06,615.068,2023-06-30T13:12:10.446+00:00,50.0,1,14.52,2023-06-30T13:01:55.378+00:00,1704.4332989364682,105.0,5.0,28.08,63.581,2023-06-30T13:02:58.959+00:00,5.0,1,1.5,2023-06-30T13:01:55.378+00:00,574.322,55.0,3.0,13.56,10.448,2023-06-30T13:03:09.407+00:00,0.0,1,0.25,2023-06-30T13:02:58.959+00:00,1714.8812989364683,105.0,6.0,28.33,510.793,2023-06-30T13:20:41.239+00:00,0.0,1,12.06,2023-06-30T13:12:10.446+00:00,2225.6742989364684,105.0,7.0,40.39,515.0432989364681,2023-06-30T13:11:34.002299+00:00,0.0,1.0,0.0,2023-06-30T13:02:58.959+00:00,1089.3652989364682,55.0,4.0,13.56,0.0,2023-06-30T13:20:41.239+00:00,0.0,1,0.0,2023-06-30T13:20:41.239+00:00,2225.6742989364684,105.0,8.0,40.39,"_Start,A,C,F,B,D,E,_End",1,1.0
7,0.0,2023-06-30T09:58:20.000+00:00,0.0,1,0.0,2023-06-30T09:58:20.000+00:00,0.0,0.0,1.0,0.0,506.214,2023-06-30T10:07:07.042+00:00,50.0,1,11.95,2023-06-30T09:58:40.828+00:00,506.214,50.0,2.0,11.95,606.828,2023-06-30T10:17:13.870+00:00,50.0,1,14.33,2023-06-30T10:07:07.042+00:00,1655.0503348063087,105.0,5.0,27.63,57.346,2023-06-30T10:08:04.388+00:00,5.0,1,1.35,2023-06-30T10:07:07.042+00:00,563.56,55.0,3.0,13.299999999999999,39.531,2023-06-30T10:08:38.300+00:00,0.0,1,0.93,2023-06-30T10:07:58.769+00:00,1694.5813348063086,105.0,6.0,28.56,514.306,2023-06-30T10:25:48.176+00:00,0.0,1,12.14,2023-06-30T10:17:13.870+00:00,2208.887334806309,105.0,7.0,40.7,484.66233480630876,2023-06-30T10:16:09.050335+00:00,0.0,1.0,0.0,2023-06-30T10:08:04.388+00:00,1048.2223348063087,55.0,4.0,13.299999999999999,0.0,2023-06-30T10:25:48.176+00:00,0.0,1,0.0,2023-06-30T10:25:48.176+00:00,2208.887334806309,105.0,8.0,40.7,"_Start,A,C,F,B,D,E,_End",1,1.0
6,0.0,2023-06-30T09:50:00.000+00:00,0.0,1,0.0,2023-06-30T09:50:00.000+00:00,0.0,0.0,1.0,0.0,487.641,2023-06-30T09:58:07.641+00:00,50.0,1,11.51,2023-06-30T09:50:00.000+00:00,487.641,50.0,2.0,11.51,591.128,2023-06-30T10:07:58.769+00:00,50.0,1,13.96,2023-06-30T09:58:07.641+00:00,1111.9560000000001,105.0,4.0,26.25,33.187,2023-06-30T09:58:40.828+00:00,5.0,1,0.78,2023-06-30T09:58:07.641+00:00,520.828,55.0,3.0,12.29,76.226,2023-06-30T09:59:23.867+00:00,0.0,1,1.8,2023-06-30T09:58:07.641+00:00,597.054,55.0,5.0,14.09,526.776,2023-06-30T10:16:51.164+00:00,0.0,1,12.44,2023-06-30T10:08:04.388+00:00,1714.958,105.0,6.0,40.49,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-30T10:16:51.164+00:00,0.0,1,0.0,2023-06-30T10:16:51.164+00:00,1714.958,105.0,7.0,40.49,"_Start,A,C,B,D,E,_End",0,0.0
8,0.0,2023-06-30T10:06:40.000+00:00,0.0,1,0.0,2023-06-30T10:06:40.000+00:00,0.0,0.0,1.0,0.0,507.244,2023-06-30T10:15:07.244+00:00,50.0,1,11.98,2023-06-30T10:06:40.000+00:00,507.244,50.0,2.0,11.98,591.07,2023-06-30T10:24:58.314+00:00,50.0,1,13.96,2023-06-30T10:15:07.244+00:00,1140.955,105.0,4.0,26.950000000000003,42.641,2023-06-30T10:15:49.885+00:00,5.0,1,1.01,2023-06-30T10:15:07.244+00:00,549.885,55.0,3.0,12.99,67.644,2023-06-30T10:16:57.529+00:00,0.0,1,1.6,2023-06-30T10:15:49.885+00:00,617.529,55.0,5.0,14.59,512.008,2023-06-30T10:33:30.322+00:00,0.0,1,12.09,2023-06-30T10:24:58.314+00:00,1720.607,105.0,6.0,40.64,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-30T10:33:30.322+00:00,0.0,1,0.0,2023-06-30T10:33:30.322+00:00,1720.607,105.0,7.0,40.64,"_Start,A,C,B,D,E,_End",0,0.0
9,0.0,2023-06-30T10:15:00.000+00:00,0.0,1,0.0,2023-06-30T10:15:00.000+00:00,0.0,0.0,1.0,0.0,492.234,2023-06-30T10:23:12.234+00:00,50.0,1,11.62,2023-06-30T10:15:00.000+00:00,492.234,50.0,2.0,11.62,612.69,2023-06-30T10:33:24.924+00:00,50.0,1,14.47,2023-06-30T10:23:12.234+00:00,1754.8173417241137,105.0,5.0,27.57,62.822,2023-06-30T10:24:15.056+00:00,5.0,1,1.48,2023-06-30T10:23:12.234+00:00,555.056,55.0,3.0,13.1,57.985,2023-06-30T10:24:10.219+00:00,0.0,1,1.37,2023-06-30T10:23:12.234+00:00,1812.8023417241136,105.0,6.0,28.94,488.429,2023-06-30T10:42:10.556342+00:00,0.0,1,11.53,2023-06-30T10:34:02.127342+00:00,2301.2313417241135,105.0,7.0,40.47,587.0713417241136,2023-06-30T10:34:02.127342+00:00,0.0,1.0,0.0,2023-06-30T10:24:15.056+00:00,1142.1273417241136,55.0,4.0,13.1,0.0,2023-06-30T10:42:10.556342+00:00,0.0,1,0.0,2023-06-30T10:42:10.556342+00:00,2301.2313417241135,105.0,8.0,40.47,"_Start,A,C,F,B,D,E,_End",1,1.0
91,0.0,2023-07-03T13:38:20.000+00:00,0.0,1,0.0,2023-07-03T13:38:20.000+00:00,0.0,0.0,1.0,0.0,510.305,2023-07-03T13:46:50.305+00:00,50.0,1,12.05,2023-07-03T13:38:20.000+00:00,510.305,50.0,2.0,12.05,611.905,2023-07-03T13:57:02.210+00:00,50.0,1,14.45,2023-07-03T13:46:50.305+00:00,1683.754188708014,105.0,5.0,28.21,72.621,2023-07-03T13:48:02.926+00:00,5.0,1,1.71,2023-07-03T13:46:50.305+00:00,582.926,55.0,3.0,13.760000000000002,15.67,2023-07-03T13:48:18.596+00:00,0.0,1,0.37,2023-07-03T13:48:02.926+00:00,1699.424188708014,105.0,6.0,28.580000000000002,489.292,2023-07-03T14:05:11.502+00:00,0.0,1,11.55,2023-07-03T13:57:02.210+00:00,2188.716188708014,105.0,7.0,40.13,488.9231887080141,2023-07-03T13:56:11.849189+00:00,0.0,1.0,0.0,2023-07-03T13:48:02.926+00:00,1071.849188708014,55.0,4.0,13.760000000000002,0.0,2023-07-03T14:05:11.502+00:00,0.0,1,0.0,2023-07-03T14:05:11.502+00:00,2188.716188708014,105.0,8.0,40.13,"_Start,A,C,F,B,D,E,_End",1,1.0
92,0.0,2023-07-03T13:46:40.000+00:00,0.0,1,0.0,2023-07-03T13:46:40.000+00:00,0.0,0.0,1.0,0.0,464.21,2023-07-03T13:54:24.210+00:00,50.0,1,10.96,2023-07-03T13:46:40.000+00:00,464.21,50.0,2.0,10.96,594.963,2023-07-03T14:04:19.173+00:00,50.0,1,14.05,2023-07-03T13:54:24.210+00:00,1075.0149999999999,105.0,4.0,25.380000000000003,15.842,2023-07-03T13:54:40.052+00:00,5.0,1,0.37,2023-07-03T13:54:24.210+00:00,480.05199999999996,55.0,3.0,11.33,12.397,2023-07-03T13:54:36.607+00:00,0.0,1,0.29,2023-07-03T13:54:24.210+00:00,476.60699999999997,50.0,5.0,11.25,527.589,2023-07-03T14:13:32.428+00:00,0.0,1,12.46,2023-07-03T14:04:44.839+00:00,1615.0009999999997,105.0,6.0,38.13,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-07-03T14:13:32.428+00:00,0.0,1,0.0,2023-07-03T14:13:32.428+00:00,1615.0009999999997,105.0,7.0,38.13,"_Start,A,C,B,D,E,_End",0,0.0
0,0.0,2023-06-30T09:00:00.000+00:00,0.0,1,0.0,2023-06-30T09:00:00.000+00:00,0.0,0.0,1.0,0.0,518.604,2023-06-30T09:08:38.604+00:00,50.0,1,12.24,2023-06-30T09:00:00.000+00:00,518.604,50.0,2.0,12.24,607.031,2023-06-30T09:18:45.635+00:00,50.0,1,14.33,2023-06-30T09:08:38.604+00:00,1175.5230000000001,105.0,4.0,27.75,49.888,2023-06-30T09:09:28.492+00:00,5.0,1,1.18,2023-06-30T09:08:38.604+00:00,568.4920000000001,55.0,3.0,13.42,45.727,2023-06-30T09:09:24.331+00:00,0.0,1,1.08,2023-06-30T09:08:38.604+00:00,564.331,50.0,5.0,13.32,489.008,2023-06-30T09:26:54.643+00:00,0.0,1,11.55,2023-06-30T09:18:45.635+00:00,1710.2580000000003,105.0,6.0,40.379999999999995,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-30T09:26:54.643+00:00,0.0,1,0.0,2023-06-30T09:26:54.643+00:00,1710.2580000000003,105.0,7.0,40.379999999999995,"_Start,A,C,B,D,E,_End",0,0.0
50,0.0,2023-06-30T15:56:40.000+00:00,0.0,1,0.0,2023-06-30T15:56:40.000+00:00,0.0,0.0,1.0,0.0,499.181,2023-06-30T16:04:59.181+00:00,50.0,1,11.79,2023-06-30T15:56:40.000+00:00,499.181,50.0,2.0,11.79,592.028,2023-06-30T16:14:51.209+00:00,50.0,1,13.98,2023-06-30T16:04:59.181+00:00,1103.627,105.0,4.0,26.06,12.418,2023-06-30T16:05:11.599+00:00,5.0,1,0.29,2023-06-30T16:04:59.181+00:00,511.599,55.0,3.0,12.079999999999998,57.394,2023-06-30T16:05:56.575+00:00,0.0,1,1.36,2023-06-30T16:04:59.181+00:00,568.9929999999999,55.0,5.0,13.439999999999998,510.388,2023-06-30T16:23:21.597+00:00,0.0,1,12.05,2023-06-30T16:14:51.209+00:00,1671.4089999999999,105.0,6.0,39.47,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-06-30T16:23:21.597+00:00,0.0,1,0.0,2023-06-30T16:23:21.597+00:00,1671.4089999999999,105.0,7.0,39.47,"_Start,A,C,B,D,E,_End",0,0.0
70,0.0,2023-07-03T10:43:20.000+00:00,0.0,1,0.0,2023-07-03T10:43:20.000+00:00,0.0,0.0,1.0,0.0,487.687,2023-07-03T10:51:27.687+00:00,50.0,1,11.51,2023-07-03T10:43:20.000+00:00,487.687,50.0,2.0,11.51,600.291,2023-07-03T11:01:27.978+00:00,50.0,1,14.17,2023-07-03T10:51:27.687+00:00,1742.2817050429771,105.0,5.0,29.1,144.778,2023-07-03T10:53:52.465+00:00,5.0,1,3.42,2023-07-03T10:51:27.687+00:00,632.465,55.0,3.0,14.93,28.318,2023-07-03T10:51:56.005+00:00,0.0,1,0.67,2023-07-03T10:51:27.687+00:00,1770.5997050429771,105.0,6.0,29.770000000000003,477.596,2023-07-03T11:10:19.586705+00:00,0.0,1,11.28,2023-07-03T11:02:21.990705+00:00,2248.1957050429774,105.0,7.0,41.050000000000004,509.52570504297694,2023-07-03T11:02:21.990705+00:00,0.0,1.0,0.0,2023-07-03T10:53:52.465+00:00,1141.990705042977,55.0,4.0,14.93,0.0,2023-07-03T11:10:19.586705+00:00,0.0,1,0.0,2023-07-03T11:10:19.586705+00:00,2248.1957050429774,105.0,8.0,41.050000000000004,"_Start,A,C,F,B,D,E,_End",1,1.0
72,0.0,2023-07-03T11:00:00.000+00:00,0.0,1,0.0,2023-07-03T11:00:00.000+00:00,0.0,0.0,1.0,0.0,483.647,2023-07-03T11:08:03.647+00:00,50.0,1,11.42,2023-07-03T11:00:00.000+00:00,483.647,50.0,2.0,11.42,580.882,2023-07-03T11:17:44.529+00:00,50.0,1,13.72,2023-07-03T11:08:03.647+00:00,1075.283,105.0,4.0,25.39,10.754,2023-07-03T11:08:14.401+00:00,5.0,1,0.25,2023-07-03T11:08:03.647+00:00,494.401,55.0,3.0,11.67,12.089,2023-07-03T11:08:15.736+00:00,0.0,1,0.29,2023-07-03T11:08:03.647+00:00,506.49,55.0,5.0,11.959999999999999,497.947,2023-07-03T11:26:02.476+00:00,0.0,1,11.76,2023-07-03T11:17:44.529+00:00,1585.319,105.0,6.0,37.44,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2023-07-03T11:26:02.476+00:00,0.0,1,0.0,2023-07-03T11:26:02.476+00:00,1585.319,105.0,7.0,37.44,"_Start,A,C,B,D,E,_End",0,0.0
30,0.0,2023-06-30T13:10:00.000+00:00,0.0,1,0.0,2023-06-30T13:10:00.000+00:00,0.0,0.0,1.0,0.0,507.184,2023-06-30T13:18:27.184+00:00,50.0,1,11.98,2023-06-30T13:10:00.000+00:00,507.184,50.0,2.0,11.98,611.677,2023-06-30T13:28:38.861+00:00,50.0,1,14.44,2023-06-30T13:18:27.184+00:00,1770.7281696016953,105.0,5.0,28.85,102.77,2023-06-30T13:20:09.954+00:00,5.0,1,2.43,2023-06-30T13:18:27.184+00:00,609.9540000000001,55.0,3.0,14.41,11.281,2023-06-30T13:19:43.449+00:00,0.0,1,0.27,2023-06-30T13:19:32.168+00:00,1782.0091696016952,105.0,6.0,29.12,498.057,2023-06-30T13:37:37.108170+00:00,0.0,1,11.76,2023-06-30T13:29:19.051170+00:00,2280.066169601695,105.0,7.0,40.88,549.097169601695,2023-06-30T13:29:19.051170+00:00,0.0,1.0,0.0,2023-06-30T13:20:09.954+00:00,1159.0511696016952,55.0,4.0,14.41,0.0,2023-06-30T13:37:37.108170+00:00,0.0,1,0.0,2023-06-30T13:37:37.108170+00:00,2280.066169601695,105.0,8.0,40.88,"_Start,A,C,F,B,D,E,_End",1,1.0
